Index	Disease_ID	Disease_name	Gene_symbol	Phenotypic_series_ID	Phenotypic_series_name	Tissue	Tissue_number	Clinical_manifestation	Pathogenesis
605	609628	Majeed syndrome	LPIN2			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
606	249100	"Familial Mediterranean fever, AR"	MEFV			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
607	617397	Pseudo-TORCH syndrome 2	USP18	PS251290	Pseudo-TORCH syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
608	616577	"Epilepsy, hearing loss, and mental retardation syndrome"	SPATA5			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
609	185070	Stormorken syndrome	STIM1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
610	150550	"Periodic fever, immunodeficiency, and thrombocytopenia syndrome"	WDR1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
611	605714	"Cerebral amyloid angiopathy, Dutch, Italian, Iowa, Flemish, Arctic variants"	APP			Blood and bone marrow	Blood and bone marrow (N=592)	No	No
612	214800	?CHARGE syndrome	SEMA3E			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
613	214800	CHARGE syndrome	CHD7			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
614	617514	Immunodeficiency 52	LAT	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
615	601709	Quebec platelet disorder	PLAU	PS231200	"Bleeding disorder, platelet-type"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
616	611881	Glycogen storage disease XII	ALDOA			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
617	616414	"{Autoimmune interstitial lung, joint, and kidney disease}"	COPA			Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
618	209950	"Immunodeficiency 27A, mycobacteriosis, AR"	IFNGR1	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
619	614900	?Diamond-Blackfan anemia 11	RPL26	PS105650	Diamond-Blackfan anemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
620	613496	"Immunodeficiency, common variable, 6"	CD81	PS607594	"Immunodeficiency, common variable"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
621	600376	"Telangiectasia, hereditary hemorrhagic, type 2"	ACVRL1	PS187300	"Telangiectasia, hereditary hemorrhagic"	Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
622	618752	"Neutropenia, severe congenital, 8, autosomal dominant"	SRP54	PS202700	"Neutropenia, severe congenital"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
623	616005	Immunodeficiency 36	PIK3R1	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
624	618336	IMAGE-I syndrome	POLE			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
625	607785	"Leukemia, juvenile myelomonocytic, somatic"	ARHGAP26			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
626	607785	?Juvenile myelomonocytic leukemia	CBL			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
627	607785	"Leukemia, juvenile myelomonocytic, somatic"	PTPN11			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
628	607785	"Leukemia, juvenile myelomonocytic"	NF1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
629	613845	"Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis"	SARS2			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	No
630	612260	Immunodeficiency 68	MYD88	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
631	235700	Hemolytic anemia due to hexokinase deficiency	HK1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
632	618624	Noonan syndrome 12	RRAS2	PS163950	Noonan syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
633	193670	WHIM syndrome	CXCR4			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
634	228000	Farber lipogranulomatosis	ASAH1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
635	212750	"{Celiac disease, susceptibility to}"	HLA-DQA1	PS212750	Celiac disease	Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
636	212750	"{Celiac disease, susceptibility to}"	HLA-DQB1	PS212750	Celiac disease	Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
637	607091	"Congenital disorder of glycosylation, type IId"	B4GALT1	PS212066	"Congenital disorders of glycosylation, type II"	Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
638	256700	"{Neuroblastoma, susceptibility to, 1}"	KIF1B			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
639	614286	"Myelodysplastic syndrome, somatic"	GNB1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
640	614286	"Myelodysplastic syndrome, somatic"	SF3B1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
641	614286	"{Myelodysplastic syndrome, susceptibility to}"	GATA2			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
642	614286	"Myelodysplastic syndrome, somatic"	TET2			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
643	614286	"Myelodysplastic syndrome, somatic"	ASXL1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
644	212350	Sengers syndrome	AGK	PS603041	Mitochondrial DNA depletion syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
645	208085	"Arthrogryposis, renal dysfunction, and cholestasis 1"	VPS33B	PS208085	"Arthrogryposis, renal dysfunction, and cholestasis"	Blood and bone marrow	Blood and bone marrow (N=592)	No	No
646	244460	"Kenny-Caffey syndrome, type 1"	TBCE	PS127000	Kenny-Caffey syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
647	245480	Specific granule deficiency	CEBPE	PS245480	Specific granule deficiency	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
648	227300	Combined factor V and VIII deficiency	LMAN1			Blood and bone marrow	Blood and bone marrow (N=592)	No	No
649	227650	"Fanconi anemia, complementation group A"	FANCA	PS227650	Fanconi anemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
650	613759	"Infections, recurrent, with encephalopathy, hepatic dysfunction, and cardiovascular malformations"	FADD			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
651	618372	"Gastrointestinal ulceration, recurrent, with dysfunctional platelets"	PLA2G4A			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
652	266130	Glutathione synthetase deficiency	GSS			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
653	256550	"Sialidosis, type II"	NEU1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
654	256550	"Sialidosis, type I"	NEU1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
655	618278	FINCA syndrome	NHLRC2			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
656	230600	"GM1-gangliosidosis, type II"	GLB1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
657	112250	Diaphyseal medullary stenosis with malignant fibrous histiocytoma	MTAP			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
658	603075	"{Macular degeneration, age-related, 1}"	HMCN1	PS603075	"Macular degeneration, age-related"	Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
659	603075	"{Macular degeneration, age-related, reduced risk of}"	CFHR3	PS603075	"Macular degeneration, age-related"	Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
660	603075	"{Macular degeneration, age-related, reduced risk of}"	CFHR1	PS603075	"Macular degeneration, age-related"	Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
661	603075	"{?Macular degeneration, age-related}"	APOE	PS603075	"Macular degeneration, age-related"	Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
662	614486	Thrombophilia due to thrombomodulin defect	THBD	PS188050	Thrombophilia	Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
663	225750	"Aicardi-Goutieres syndrome 1, dominant and recessive"	TREX1	PS225750	Aicardi-Goutieres syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
664	614521	Thrombocythemia 3	JAK2	PS187950	Thrombocythemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
665	618886	Pseudo-TORCH syndrome 3	STAT2	PS251290	Pseudo-TORCH syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
666	616541	"Short stature, microcephaly, and endocrine dysfunction"	XRCC4			Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
667	613065	"Leukemia, acute lymphoblastic, somatic"	GNB1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
668	613065	"Leukemia, T-cell acute lymphocytic, somatic"	TAL1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
669	613065	"Leukemia, acute lymphoblastic"	NBN			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
670	613065	"Leukemia, T-cell acute lymphocytic, somatic"	TAL2			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
671	613065	"Leukemia, T-cell acute lymphoblastic, somatic"	NUP214			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
672	613065	"{Leukemia, acute lymphocytic, susceptibility to, 1}"	ALL1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
673	613065	"Leukemia, acute lymphoblastic, somatic"	FLT3			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
674	613065	"T-cell acute lymphoblastic leukemia, somatic"	BAX			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
675	613065	"Leukemia, acute lymphocytic, Philadelphia chromosome positive, somatic"	BCR			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
676	202700	"Neutropenia, severe congenital 1, autosomal dominant"	ELANE	PS202700	"Neutropenia, severe congenital"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
677	619097	Mismatch repair cancer syndrome 3	MSH6	PS276300	Mismatch repair cancer syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
678	619096	Mismatch repair cancer syndrome 2	MSH2	PS276300	Mismatch repair cancer syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
679	613385	"Autoimmune disease, multisystem, with facial dysmorphism"	ITCH			Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
680	617014	"Neutropenia, severe congenital, 7, autosomal recessive"	CSF3R	PS202700	"Neutropenia, severe congenital"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
681	618307	"{?Epidermodysplasia verruciformis, susceptibility to, 4}"	RHOH	PS226400	"Epidermodysplasia verruciformis, susceptibility to"	Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
682	608898	"Hemophagocytic lymphohistiocytosis, familial, 3"	UNC13D	PS267700	"Hemophagocytic lymphohistiocytosis, familial"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
683	188000	Thrombocytopenia 2	ANKRD26	PS313900	Thrombocytopenia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
684	612394	Lysyl hydroxylase 3 deficiency	PLOD3			Blood and bone marrow	Blood and bone marrow (N=592)	No	No
685	163950	Noonan syndrome 1	PTPN11	PS163950	Noonan syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
686	615607	"Immunodeficiency 17, CD3 gamma deficient"	CD3G	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
687	614162	"Immunodeficiency 31C, chronic mucocutaneous candidiasis, autosomal dominant"	STAT1	PS114580	Familial candidiasis	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
688	614162	"Immunodeficiency 31C, chronic mucocutaneous candidiasis, autosomal dominant"	STAT1	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
689	227400	Factor V deficiency	F5			Blood and bone marrow	Blood and bone marrow (N=592)	No	No
690	614739	"3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome"	SERAC1	PS250950	3-Methylglutaconic aciduria	Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
691	615214	"?Agammaglobulinemia 7, autosomal recessive"	PIK3R1	PS601495	Agammaglobulinemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
692	617303	Mucopolysaccharidosis-plus syndrome	VPS33A			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
693	617056	"Tubulointerstitial kidney disease, autosomal dominant, 5"	SEC61A1	PS162000	Tubulointerstitial kidney disease	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
694	300818	"Paroxysmal nocturnal hemoglobinuria, somatic"	PIGA	PS300818	Paroxysmal nocturnal hemoglobinuria	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
695	618107	"Osteopetrosis, autosomal dominant 3"	PLEKHM1	PS607634	"Osteopetrosis, autosomal dominant"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	No
696	271400	"Asplenia, isolated congenital"	RPSA			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
697	269920	"Sialic acid storage disorder, infantile"	SLC17A5			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
698	313900	"Thrombocytopenia, X-linked, intermittent"	WAS	PS313900	Thrombocytopenia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
699	313900	"Thrombocytopenia, X-linked"	WAS	PS313900	Thrombocytopenia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
700	142680	"Periodic fever, familial"	TNFRSF1A			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
701	171300	Pheochromocytoma	KIF1B			Blood and bone marrow	Blood and bone marrow (N=592)	NA	No
702	171300	Pheochromocytoma	SDHB			Blood and bone marrow	Blood and bone marrow (N=592)	NA	No
703	171300	"{Pheochromocytoma, susceptibility to}"	TMEM127			Blood and bone marrow	Blood and bone marrow (N=592)	NA	No
704	171300	Pheochromocytoma	VHL			Blood and bone marrow	Blood and bone marrow (N=592)	NA	No
705	171300	"{Pheochromocytoma, modifier of}"	GDNF			Blood and bone marrow	Blood and bone marrow (N=592)	NA	No
706	171300	Pheochromocytoma	RET			Blood and bone marrow	Blood and bone marrow (N=592)	NA	No
707	171300	Pheochromocytoma	SDHD			Blood and bone marrow	Blood and bone marrow (N=592)	NA	No
708	171300	"{Pheochromocytoma, susceptibility to}"	MAX			Blood and bone marrow	Blood and bone marrow (N=592)	NA	No
709	226300	"Complement hyperactivation, angiopathic thrombosis, and protein-losing enteropathy"	CD55			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
710	615368	Lethal congenital contracture syndrome 5	DNM2	PS253310	Lethal congenital contracture syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	No	No
711	610198	"3-methylglutaconic aciduria, type V"	DNAJC19	PS250950	3-Methylglutaconic aciduria	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
712	257200	"Niemann-Pick disease, type A"	SMPD1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
713	256040	Proteasome-associated autoinflammatory syndrome 1 and digenic forms	PSMB8	PS256040	Proteosome-associated autoinflammatory syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
714	615512	Hemolytic anemia due to triosephosphate isomerase deficiency	TPI1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
715	601457	"Severe combined immunodeficiency, B cell-negative"	RAG1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
716	601457	"Severe combined immunodeficiency, B cell-negative"	RAG2			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
717	604131	"Thalassemia, alpha-"	HBA2			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
718	604131	"Thalassemias, alpha-"	HBA1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
719	615518	?Immunodeficiency 13	UNC119	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
720	216550	Cohen syndrome	VPS13B			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
721	617780	Combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia	MTHFD1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
722	116860	Cavernous malformations of CNS and retina	KRIT1	PS116860	Cerebral cavernous malformations	Blood and bone marrow	Blood and bone marrow (N=592)	No	No
723	116860	Cerebral cavernous malformations-1	KRIT1	PS116860	Cerebral cavernous malformations	Blood and bone marrow	Blood and bone marrow (N=592)	No	No
724	116860	Hyperkeratotic cutaneous capillary-venous malformations associated with cerebral capillary malformations	KRIT1	PS116860	Cerebral cavernous malformations	Blood and bone marrow	Blood and bone marrow (N=592)	No	No
725	268130	Revesz syndrome	TINF2	PS127550	Dyskeratosis congenita	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
726	617784	"?Fanconi anemia, complementation group W"	RFWD3	PS227650	Fanconi anemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
727	607115	CINCA syndrome	NLRP3			Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
728	618005	Congenital disorder of glycosylation with defective fucosylation 1	FUT8	PS618005	Congenital disorder of glycosylation with defective fucosylation	Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
729	610798	:Immunodeficiency due to defect in MAPBP-interacting protein	LAMTOR2			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
730	230900	"Gaucher disease, type II"	GBA			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
731	273800	Glanzmann thrombasthenia	ITGA2B	PS231200	"Bleeding disorder, platelet-type"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
732	273800	Glanzmann thrombasthenia	ITGB3	PS231200	"Bleeding disorder, platelet-type"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
733	613563	Noonan syndrome-like disorder with or without juvenile myelomonocytic leukemia	CBL			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
734	105150	Cerebral amyloid angiopathy	CST3			Blood and bone marrow	Blood and bone marrow (N=592)	No	No
735	613561	"Myopathy, lactic acidosis, and sideroblastic anemia 2"	YARS2	PS600462	"Myopathy, lactic acidosis, and sideroblastic anemia"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
736	209920	"Bare lymphocyte syndrome, type II, complementation group C"	RFX5			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
737	209920	"Bare lymphocyte syndrome, type II, complementation group E"	RFX5			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
738	209920	"Bare lymphocyte syndrome, type II, complementation group D"	RFXAP			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
739	209920	"Bare lymphocyte syndrome, type II, complementation group A"	CIITA			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
740	209920	"MHC class II deficiency, complementation group B"	RFXANK			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
741	618459	?Immunodeficiency 62	ARHGEF1	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
742	607594	"Immunodeficiency, common variable, 1"	ICOS	PS607594	"Immunodeficiency, common variable"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
743	233600	?Immunodeficiency 59 and hypoglycemia	HYOU1	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
744	613951	"Fanconi anemia, complementation group P"	SLX4	PS227650	Fanconi anemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
745	614946	Combined oxidative phosphorylation deficiency 14	FARS2	PS609060	Combined oxidative phosphorylation deficiency	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
746	608836	"CPT II deficiency, lethal neonatal"	CPT2			Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
747	612379	"Congenital disorder of glycosylation, type Iq"	SRD5A3	PS212065	"Congenital disorders of glycosylation, type I"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	NA
748	613812	"Bile acid synthesis defect, congenital, 3"	CYP7B1	PS607765	"Bile acid synthesis defect, congenital"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	No
749	607847	"?Neutropenia, nonimmune chronic idiopathic, of adults"	GFI1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
750	614868	"T-cell immunodeficiency, recurrent infections, autoimmunity, and cardiac malformations"	STK4			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
751	246450	HMG-CoA lyase deficiency	HMGCL			Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
752	232220	Glycogen storage disease Ib	SLC37A4			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
753	610738	"Neutropenia, severe congenital 3, autosomal recessive"	HAX1	PS202700	"Neutropenia, severe congenital"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
754	306400	"Chronic granulomatous disease, X-linked"	CYBB	PS306400	"Granulomatous disease, chronic"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
755	192315	"Vasculopathy, retinal, with cerebral leukoencephalopathy and systemic manifestations"	TREX1			Blood and bone marrow	Blood and bone marrow (N=592)	No	No
756	615513	Immunodeficiency 14	PIK3CD	PS300755	Immunodeficiency (Select Examples)	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
757	619087	Noonan syndrome 13	MAPK1	PS163950	Noonan syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
758	235555	"Bile acid synthesis defect, congenital, 2"	AKR1D1	PS607765	"Bile acid synthesis defect, congenital"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	No
759	613101	"Hemophagocytic lymphohistiocytosis, familial, 5"	STXBP2	PS267700	"Hemophagocytic lymphohistiocytosis, familial"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
760	259720	"Osteopetrosis, autosomal recessive 5"	OSTM1	PS259700	"Osteopetrosis, autosomal recessive"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	No
761	613107	"Neutropenia, severe congenital 2, autosomal dominant"	GFI1	PS202700	"Neutropenia, severe congenital"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
762	133100	"Erythrocytosis, somatic"	JAK2	PS133100	"Erythrocytosis, familial"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
763	133100	"Erythrocytosis, somatic"	SH2B3	PS133100	"Erythrocytosis, familial"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
764	133100	"[Erythrocytosis, familial, 1]"	EPOR	PS133100	"Erythrocytosis, familial"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
765	613673	"Dyserythropoietic anemia, congenital, type IV"	KLF1	PS224120	"Anemia, congenital dyserythropoietic"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
766	613501	Agammaglobulinemia 3	CD79A	PS601495	Agammaglobulinemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
767	616744	"Autoinflammatory syndrome, familial, Behcet-like"	TNFAIP3			Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
768	606164	Diamond Blackfan anemia 15 with mandibulofacial dysostosis	RPS28	PS105650	Diamond-Blackfan anemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
769	601399	"Platelet disorder, familial, with associated myeloid malignancy"	RUNX1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
770	614009	"{Bleeding disorder, platelet-type, 13, susceptibility to}"	TBXA2R	PS231200	"Bleeding disorder, platelet-type"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
771	601626	"Acute myeloid leukemia, somatic"	DNMT3A			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
772	601626	"{Leukemia, acute myeloid, susceptibility to}"	GATA2			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
773	601626	"Leukemia, acute myeloid"	LPP			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
774	601626	"{Leukemia, acute myeloid}"	CHIC2			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
775	601626	"Leukemia, acute myeloid, somatic"	KIT			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
776	601626	"{Leukemia, acute myeloid}"	TERT			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
777	601626	"Leukemia, acute myeloid, somatic"	NPM1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
778	601626	"Leukemia, acute myeloid, somatic"	JAK2			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
779	601626	"Leukemia, acute myeloid, somatic"	NUP214			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
780	601626	"Leukemia, acute myeloid"	MLLT10			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
781	601626	"Leukemia, acute myeloid, somatic"	PICALM			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
782	601626	"Leukemia, acute myeloid, somatic"	ETV6			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
783	601626	"Leukemia, acute myeloid, somatic"	KRAS			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
784	601626	"Leukemia, acute myeloid, somatic"	FLT3			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
785	601626	"Leukemia, acute myeloid, reduced survival in, somatic"	FLT3			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
786	601626	"Myeloid leukemia, acute, M4/M4Eo subtype, somatic"	CBFB			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
787	601626	"Leukemia, acute myeloid"	SH3GL1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
788	601626	"Leukemia, acute myeloid, somatic"	CEBPA			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
789	601626	"?Leukemia, acute myeloid"	CEBPA			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
790	601626	"Leukemia, acute myeloid"	RUNX1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
791	269600	Sea-blue histiocyte disease	APOE			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
792	616959	Retinitis pigmentosa and erythrocytic microcytosis	TRNT1			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
793	616028	Adams-Oliver syndrome 5	NOTCH1	PS100300	Adams-Oliver syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	No	No
794	613502	?Agammaglobulinemia 4	BLNK	PS601495	Agammaglobulinemia	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
795	613471	?Reynolds syndrome	LBR			Blood and bone marrow	Blood and bone marrow (N=592)	NA	NA
796	613470	"Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency"	GPI			Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
797	609942	Noonan syndrome 3	KRAS	PS163950	Noonan syndrome	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
798	614576	"Congenital disorder of glycosylation, type IIl"	COG6	PS212066	"Congenital disorders of glycosylation, type II"	Blood and bone marrow	Blood and bone marrow (N=592)	Yes	Yes
