ID,DISEASE_NAME,Gene symbol,PS accession,PS name,Tissue,Manifestation,Pathogenicity,Ref
603552,"Hemophagocytic Lymphohistiocytosis, Familial, 4",STX11,PS267700,"Hemophagocytic lymphohistiocytosis, familial",Bone marrow,2,2,483
613101,"Hemophagocytic Lymphohistiocytosis, Familial, 5",STXBP2,PS267700,"Hemophagocytic lymphohistiocytosis, familial",Bone marrow,2,2,484
306700,Hemophilia A,F8,,,Bone marrow,0,0,485
306800,Hemophilia A With Vascular Abnormality,,,,Bone marrow,0,0,486
306900,Hemophilia B,F9,,,Bone marrow,0,0,487
306930,Hemopoietic Proliferation,,,,Bone marrow,0,0,488
612356,Heparin Cofactor Ii Deficiency,SERPIND1,PS188050,Thrombophilia,Bone marrow,2,0,489
618549,"Hepatitis, Fulminant Viral, Susceptibility To",IL18BP,,,Bone marrow,1,1,490
203300,Hermansky-pudlak Syndrome,HPS1,PS203300,Hermansky-Pudlak syndrome,Bone marrow,2,2,491
617050,Hermansky-pudlak Syndrome 10,AP3D1,PS203300,Hermansky-Pudlak syndrome,Bone marrow,2,2,492
608233,Hermansky-pudlak Syndrome 2,AP3B1,PS203300,Hermansky-Pudlak syndrome,Bone marrow,2,2,493
614072,Hermansky-pudlak Syndrome 3,HPS3,PS203300,Hermansky-Pudlak syndrome,Bone marrow,2,2,494
614073,Hermansky-pudlak Syndrome 4,HPS4,PS203300,Hermansky-Pudlak syndrome,Bone marrow,2,2,495
614074,Hermansky-pudlak Syndrome 5,HPS5,PS203300,Hermansky-Pudlak syndrome,Bone marrow,2,2,496
614075,Hermansky-pudlak Syndrome 6,HPS6,PS203300,Hermansky-Pudlak syndrome,Bone marrow,2,2,497
614076,Hermansky-pudlak Syndrome 7,DTNBP1,PS203300,Hermansky-Pudlak syndrome,Bone marrow,2,2,498
614077,Hermansky-pudlak Syndrome 8,BLOC1S3,PS203300,Hermansky-Pudlak syndrome,Bone marrow,2,2,499
614171,Hermansky-pudlak Syndrome 9,BLOC1S6,PS203300,Hermansky-Pudlak syndrome,Bone marrow,2,2,500
300049,"Heterotopia, Periventricular, X-linked Dominant",FLNA,PS300049,Periventricular nodular heterotopia,Bone marrow,2,2,501
235700,Hexokinase Deficiency Hemolytic Anemia,HK1,,,Bone marrow,2,2,502
235900,"Histiocytosis, Familial Lipochrome",,,,Bone marrow,0,0,503
142630,"Histiocytosis, Progressive Mucinous",,,,Bone marrow,0,0,504
602782,Histiocytosis-lymphadenopathy Plus Syndrome,SLC29A3,,,Bone marrow,2,2,505
236000,Hodgkin Lymphoma,KLHDC8B,,,Bone marrow,0,0,506
253270,Holocarboxylase Synthetase Deficiency,HLCS,,,Bone marrow,1,1,507
610680,"Holoprosencephaly, Recurrent Infections, And Monocytosis",,,,Bone marrow,0,0,508
236200,Homocystinuria Due To Cystathionine Beta-synthase Deficiency,CBS,,,Bone marrow,0,0,509
236270,"Homocystinuria-megaloblastic Anemia Due To Defect In Cobalamin Metabolism,cble Complementation Type",MTRR,,,Bone marrow,0,0,510
250940,"Homocystinuria-megaloblastic Anemia, Cblg Complementation Type",MTR,,,Bone marrow,0,0,511
236750,"Hydrops Fetalis, Idiopathic",,,,Bone marrow,0,0,512
617300,"Hydrops Fetalis, Nonimmune, And/or Atrial Septal Defect, Susceptibility To",EPHB4,PS153100,Lymphatic malformation,Bone marrow,0,0,513
617021,"Hydrops, Lactic Acidosis, And Sideroblastic Anemia",LARS2,,,Bone marrow,2,2,514
215140,Hydrops-ectopic Calcification-moth-eaten Skeletal Dysplasia,LBR,,,Bone marrow,1,1,515
260920,Hyper-igd Syndrome,MVK,,,Bone marrow,2,2,516
147060,Hyper-ige Recurrent Infection Syndrome,STAT3,PS147060,Hyper-IgE recurrent infection syndrome,Bone marrow,2,1,517
618282,"Hyper-ige Recurrent Infection Syndrome 3, Autosomal Recessive",ZNF341,PS147060,Hyper-IgE recurrent infection syndrome,Bone marrow,0,0,518
618523,"Hyper-ige Recurrent Infection Syndrome 4, Autosomal Recessive",IL6ST,PS147060,Hyper-IgE recurrent infection syndrome,Bone marrow,2,2,519
618944,"Hyper-ige Recurrent Infection Syndrome 5, Autosomal Recessive",IL6R,PS147060,Hyper-IgE recurrent infection syndrome,Bone marrow,2,2,520
237800,"Hyperbilirubinemia, Shunt, Primary",,,,Bone marrow,0,0,521
607685,"Hypereosinophilic Syndrome, Idiopathic",PDGFRA,,,Bone marrow,0,0,522
144050,Hyperheparinemia,,,,Bone marrow,0,0,523
243700,"Hyperimmunoglobulin E-recurrent Infection Syndrome, Autosomal Recessive",DOCK8,PS147060,Hyper-IgE recurrent infection syndrome,Bone marrow,2,2,524
238700,Hyperlysinemia,AASS,,,Bone marrow,0,0,525
613280,"Hypermanganesemia With Dystonia, Polycythemia, And Cirrhosis",SLC30A10,PS613280,Hypermanganesemia with dystonia,Bone marrow,0,0,526
239200,"Hyperparathyroidism, Neonatal Severe",CASR,PS145000,Hyperparathyroidism,Bone marrow,0,0,527
615555,Hyperprolactinemia,PRLR,,,Bone marrow,0,0,528
613845,"Hyperuricemia, Pulmonary Hypertension, Renal Failure, And Alkalosis",SARS2,,,Bone marrow,2,0,529
613092,"Hyperuricemic Nephropathy, Familial Juvenile, 2",REN,PS162000,Tubulointerstitial kidney disease,Bone marrow,0,0,530
617056,"Hyperuricemic Nephropathy, Familial Juvenile, 4",SEC61A1,PS162000,Tubulointerstitial kidney disease,Bone marrow,2,1,531
240150,"Hypervitaminosis A, Susceptibility To",,,,Bone marrow,0,0,532
615558,"Hypobetalipoproteinemia, Familial, 1",APOB,,,Bone marrow,0,0,533
241500,"Hypophosphatasia, Infantile",ALPL,,,Bone marrow,2,2,534
607236,"Hypoprebetalipoproteinemia, Acanthocytosis, Retinitis Pigmentosa,and Pallidal Degeneration",PANK2,,,Bone marrow,2,2,535
614450,"Hypothyroidism, Congenital, Nongoitrous, 6",THRA,PS275200,"Hypothyroidism, congenital, nongoitrous",Bone marrow,2,0,536
308200,Ichthyosis And Male Hypogonadism,,,,Bone marrow,0,0,537
604777,"Ichthyosis, Lamellar, 3",CYP4F22,PS242300,"Ichthyosis, congenital, autosomal recessive",Bone marrow,0,0,538
607626,"Ichthyosis, Leukocyte Vacuoles, Alopecia, And Sclerosing Cholangitis",CLDN1,,,Bone marrow,2,2,539
161950,"Iga Nephropathy, Susceptibility To, 1",IGAN1,PS161950,IgA nephropathy,Bone marrow,0,0,540
618882,Imerslund-grasbeck Syndrome 2,AMN,PS261100,Imerslund-Grasbeck syndrome,Bone marrow,0,0,541
242700,Immune Defect Due To Absence Of Thymus,,,,Bone marrow,0,0,542
612783,Immunodeficiency 10,STIM1,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,543
617638,Immunodeficiency 11b With Atopic Dermatitis,CARD11,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,544
615518,Immunodeficiency 13,UNC119,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,545
615513,Immunodeficiency 14,PIK3CD,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,546
615593,Immunodeficiency 16,TNFRSF4,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,547
615607,Immunodeficiency 17,CD3G,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,548
615615,Immunodeficiency 18,CD3E,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,549
615617,Immunodeficiency 19,CD3D,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,550
614172,Immunodeficiency 21,GATA2,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,551
615758,Immunodeficiency 22,LCK,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,552
615816,Immunodeficiency 23,PGM3,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,553
615897,Immunodeficiency 24,CTPS1,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,554
610163,Immunodeficiency 25,CD247,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,555
209950,"Immunodeficiency 27a, Mycobacteriosis, Ar",IFNGR1,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,556
614162,Immunodeficiency 31c,STAT1,PS114580,Familial candidiasis,Bone marrow,2,2,557
614162,Immunodeficiency 31c,STAT1,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,558
616005,Immunodeficiency 36,PIK3R1,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,559
616433,Immunodeficiency 40,DOCK2,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,560
606367,Immunodeficiency 41 With Lymphoproliferation And Autoimmunity,IL2RA,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,561
616740,Immunodeficiency 46,TFRC,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,562
300972,Immunodeficiency 47,ATP6AP1,PS212066,"Congenital disorders of glycosylation, type II",Bone marrow,2,2,563
300972,Immunodeficiency 47,ATP6AP1,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,564
617237,Immunodeficiency 49,BCL11B,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,565
300988,Immunodeficiency 50,MSN,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,566
617514,Immunodeficiency 52,LAT,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,567
617827,Immunodeficiency 55,GINS1,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,568
233600,Immunodeficiency 59 And Hypoglycemia,HYOU1,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,569
618394,Immunodeficiency 60,BACH2,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,570
618459,Immunodeficiency 62,ARHGEF1,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,571
618495,Immunodeficiency 63 With Lymphoproliferation And Autoimmunity,IL2RB,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,572
618534,Immunodeficiency 64,RASGRP1,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,573
607676,Immunodeficiency 67,IRAK4,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,574
612260,Immunodeficiency 68,MYD88,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,575
618963,"Immunodeficiency 69, Mycobacteriosis",IFNG,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,576
618969,Immunodeficiency 70,IVNS1ABP,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,577
618982,Immunodeficiency 72 With Autoinflammation,NCKAP1L,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,578
608203,Immunodeficiency 73a With Defective Neutrophil Chemotaxix And Leukocytosis,RAC2,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,579
618986,Immunodeficiency 73b With Defective Neutrophil Chemotaxis And Lymphopenia,RAC2,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,580
618987,Immunodeficiency 73c With Defective Neutrophil Chemotaxis And Hypogammaglobulinemia,RAC2,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,581
619126,Immunodeficiency 75,TET2,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,582
615401,Immunodeficiency 8,CORO1A,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,583
610798,Immunodeficiency Due To Defect In Mapbp-interacting Protein,LAMTOR2,,,Bone marrow,2,2,584
613179,Immunodeficiency Due To Purine Nucleoside Phosphorylase Deficiency,PNP,,,Bone marrow,2,2,585
242840,"Immunodeficiency With Cleft Lip/palate, Cataract, Hypopigmentation,and Absent Corpus Callosum",EPG5,,,Bone marrow,0,0,586
606843,"Immunodeficiency With Hyper-igm, Type 3",CD40,PS308230,Immunodeficiency with hyper-IgM,Bone marrow,2,2,587
608184,"Immunodeficiency With Hyper-igm, Type 4",,PS308230,Immunodeficiency with hyper-IgM,Bone marrow,0,0,588
607594,"Immunodeficiency, Common Variable, 1",ICOS,PS607594,"Immunodeficiency, common variable",Bone marrow,2,2,589
616576,"Immunodeficiency, Common Variable, 12",NFKB1,PS607594,"Immunodeficiency, common variable",Bone marrow,2,2,590
616873,"Immunodeficiency, Common Variable, 13",IKZF1,PS607594,"Immunodeficiency, common variable",Bone marrow,2,2,591
240500,"Immunodeficiency, Common Variable, 2",TNFRSF13B,PS607594,"Immunodeficiency, common variable",Bone marrow,2,2,592
613496,"Immunodeficiency, Common Variable, 6",CD81,PS607594,"Immunodeficiency, common variable",Bone marrow,2,2,593
614700,"Immunodeficiency, Common Variable, 8, With Autoimmunity",LRBA,PS607594,"Immunodeficiency, common variable",Bone marrow,2,2,594
611926,"Immunodeficiency, Gonadal Dysgenesis, And Pulmonary Fibrosis",,,,Bone marrow,0,0,595
242870,"Immunodeficiency, Partial Combined, With Absence Of Hla Determinantsand Beta-2-microglobulin From Lymphocytes",,,,Bone marrow,0,0,596
308230,"Immunodeficiency, X-linked, With Hyper-igm",CD40LG,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,597
308230,"Immunodeficiency, X-linked, With Hyper-igm",CD40LG,PS308230,Immunodeficiency with hyper-IgM,Bone marrow,2,2,598
300853,"Immunodeficiency, X-linked, With Magnesium Defect, Epstein-barr Virus Infection And Neoplasia",MAGT1,,,Bone marrow,2,1,599
242860,Immunodeficiency-centromeric Instability-facial Anomalies Syndrome1,DNMT3B,PS242860,Immunodeficiency-centromeric instability-facial anomalies,Bone marrow,2,2,600
304790,"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-linked",FOXP3,,,Bone marrow,0,0,601
242880,Immunoerythromyeloid Hypoplasia,,,,Bone marrow,0,0,602
609529,Immunoglobulin A Deficiency 2,TNFRSF13B,,,Bone marrow,2,2,603
242900,"Immunoosseous Dysplasia, Schimke Type",SMARCAL1,,,Bone marrow,2,2,604
617425,Immunoskeletal Dysplasia With Neurodevelopmental Abnormalities,EXTL3,,,Bone marrow,0,0,605
308300,Incontinentia Pigmenti,IKBKG,,,Bone marrow,2,1,606
615438,Infantile Liver Failure Syndrome 1,LARS1,PS615438,Infantile liver failure syndrome,Bone marrow,1,1,607
616483,Infantile Liver Failure Syndrome 2,NBAS,PS615438,Infantile liver failure syndrome,Bone marrow,0,0,608
618641,Infantile Liver Failure Syndrome 3,RINT1,PS615438,Infantile liver failure syndrome,Bone marrow,0,0,609
269920,Infantile Sialic Acid Storage Disorder,SLC17A5,,,Bone marrow,2,2,610
613759,"Infections, Recurrent, With Encephalopathy, Hepatic Dysfunction, And Cardiovascular Malformations",FADD,,,Bone marrow,2,1,611
191390,Inflammatory Bowel Disease 11,IBD11,PS266600,Inflammatory bowel disease,Bone marrow,0,0,612
613148,"Inflammatory Bowel Disease 28, Early Onset, Autosomal Recessive",IL10RA,PS266600,Inflammatory bowel disease,Bone marrow,2,2,613
618213,"Inflammatory Bowel Disease, Immunodeficiency, And Encephalopathy",TGFB1,,,Bone marrow,1,1,614
173470,"Integrin, Beta-3",,,,Bone marrow,0,0,615
618092,"Intellectual Developmental Disorder With Speech Delay, Dysmorphic Facies, And T-cell Abnormalities",BCL11B,,,Bone marrow,1,1,616
612852,Interleukin 1 Receptor Antagonist Deficiency,IL1RN,,,Bone marrow,1,1,617
615486,Interstitial Lung And Liver Disease,MARS1,,,Bone marrow,0,0,618
300048,"Intestinal Pseudoobstruction, Neuronal, Chronic Idiopathic, X-linked",FLNA,,,Bone marrow,2,1,619
600546,Intrauterine Growth Retardation With Increased Mitomycin C Sensitivity,,,,Bone marrow,0,0,620
618336,"Intrauterine Growth Retardation, Metaphyseal Dysplasia, Adrenal Hypoplasia Congenita, Genital Anomalies, And Immunodeficiency",POLE,,,Bone marrow,2,1,621
243320,"Intrinsic Factor And R Binder, Combined Congenital Deficiency Of",,,,Bone marrow,0,0,622
261000,Intrinsic Factor Deficiency,CBLIF,,,Bone marrow,0,0,623
206200,Iron-refractory Iron Deficiency Anemia,TMPRSS6,,,Bone marrow,0,0,624
611283,Isobutyryl-coa Dehydrogenase Deficiency,ACAD8,,,Bone marrow,1,1,625
243500,Isovaleric Acidemia,IVD,,,Bone marrow,2,2,626
147750,Ivic Syndrome,SALL4,,,Bone marrow,0,0,627
147791,Jacobsen Syndrome,JBS,,,Bone marrow,0,0,628
618795,Juvenile Arthritis,LACC1,,,Bone marrow,0,0,629
607785,Juvenile Myelomonocytic Leukemia,ARHGAP26,,,Bone marrow,2,2,630
607785,Juvenile Myelomonocytic Leukemia,CBL,,,Bone marrow,2,2,631
607785,Juvenile Myelomonocytic Leukemia,PTPN11,,,Bone marrow,2,2,632
607785,Juvenile Myelomonocytic Leukemia,NF1,,,Bone marrow,2,2,633
174900,"Juvenile Polyposis Syndrome Juvenile Intestinal Polyposis Polyposis, Familial, Of Entire Gastrointestinal Tract Juvenile Polyposis Of Stomach, Included Juvenile Polyposis Coli, Included",BMPR1A,,,Bone marrow,0,0,634
174900,"Juvenile Polyposis Syndrome Juvenile Intestinal Polyposis Polyposis, Familial, Of Entire Gastrointestinal Tract Juvenile Polyposis Of Stomach, Included Juvenile Polyposis Coli, Included",SMAD4,,,Bone marrow,2,0,635
175050,Juvenile Polyposis/hereditary Hemorrhagic Telangiectasia Syndrome,SMAD4,,,Bone marrow,2,0,636
147920,Kabuki Syndrome,KMT2D,PS147920,Kabuki syndrome,Bone marrow,0,0,637
530000,Kearns-sayre Syndrome,,,,Bone marrow,0,0,638
244460,"Kenny-caffey Syndrome, Type 1",TBCE,PS127000,Kenny-Caffey syndrome,Bone marrow,2,1,639
127000,"Kenny-caffey Syndrome, Type 2",FAM111A,PS127000,Kenny-Caffey syndrome,Bone marrow,2,1,640
149000,Klippel-trenaunay-weber Syndrome,KTWS,,,Bone marrow,0,0,641
245200,Krabbe Disease,GALC,,,Bone marrow,0,0,642
607330,Lathosterolosis,SC5D,,,Bone marrow,2,2,643
245900,Lecithin:cholesterol Acyltransferase Deficiency,LCAT,,,Bone marrow,0,0,644
300322,Lesch-nyhan Syndrome,HPRT1,,,Bone marrow,2,1,645
615368,Lethal Congenital Contracture Syndrome 5,DNM2,PS253310,Lethal congenital contracture syndrome,Bone marrow,0,0,646
246400,Letterer-siwe Disease,,,,Bone marrow,0,0,647
613065,"Leukemia, Acute Lymphocytic, Susceptibility To, 1",GNB1,,,Bone marrow,0,0,648
613065,"Leukemia, Acute Lymphocytic, Susceptibility To, 1",TAL1,,,Bone marrow,0,0,649
613065,"Leukemia, Acute Lymphocytic, Susceptibility To, 1",NBN,,,Bone marrow,2,2,650
613065,"Leukemia, Acute Lymphocytic, Susceptibility To, 1",TAL2,,,Bone marrow,0,0,651
613065,"Leukemia, Acute Lymphocytic, Susceptibility To, 1",NUP214,,,Bone marrow,0,0,652
613065,"Leukemia, Acute Lymphocytic, Susceptibility To, 1",ALL1,,,Bone marrow,0,0,653
613065,"Leukemia, Acute Lymphocytic, Susceptibility To, 1",FLT3,,,Bone marrow,0,0,654
613065,"Leukemia, Acute Lymphocytic, Susceptibility To, 1",BAX,,,Bone marrow,0,0,655
613065,"Leukemia, Acute Lymphocytic, Susceptibility To, 1",BCR,,,Bone marrow,0,0,656
151380,"Leukemia, Acute Monocytic",,,,Bone marrow,0,0,657
246470,"Leukemia, Acute Myelocytic, With Polyposis Coli And Colon Cancer",,,,Bone marrow,0,0,658
601626,"Leukemia, Acute Myeloid",DNMT3A,,,Bone marrow,2,2,659
601626,"Leukemia, Acute Myeloid",GATA2,,,Bone marrow,2,2,660
601626,"Leukemia, Acute Myeloid",LPP,,,Bone marrow,2,2,661
601626,"Leukemia, Acute Myeloid",CHIC2,,,Bone marrow,2,2,662
601626,"Leukemia, Acute Myeloid",KIT,,,Bone marrow,2,2,663
601626,"Leukemia, Acute Myeloid",TERT,,,Bone marrow,2,2,664
601626,"Leukemia, Acute Myeloid",NPM1,,,Bone marrow,2,2,665
601626,"Leukemia, Acute Myeloid",JAK2,,,Bone marrow,2,2,666
601626,"Leukemia, Acute Myeloid",NUP214,,,Bone marrow,2,2,667
601626,"Leukemia, Acute Myeloid",MLLT10,,,Bone marrow,2,2,668
601626,"Leukemia, Acute Myeloid",PICALM,,,Bone marrow,2,2,669
601626,"Leukemia, Acute Myeloid",ETV6,,,Bone marrow,2,2,670
601626,"Leukemia, Acute Myeloid",KRAS,,,Bone marrow,2,2,671
601626,"Leukemia, Acute Myeloid",FLT3,,,Bone marrow,2,2,672
601626,"Leukemia, Acute Myeloid",CBFB,,,Bone marrow,2,2,673
601626,"Leukemia, Acute Myeloid",SH3GL1,,,Bone marrow,2,2,674
601626,"Leukemia, Acute Myeloid",CEBPA,,,Bone marrow,2,2,675
601626,"Leukemia, Acute Myeloid",RUNX1,,,Bone marrow,2,2,676
308960,"Leukemia, Acute, ?x-linked",,,,Bone marrow,0,0,677
151400,"Leukemia, Chronic Lymphocytic",,,,Bone marrow,0,0,678
608232,"Leukemia, Chronic Myeloid",ABL1,,,Bone marrow,0,0,679
608232,"Leukemia, Chronic Myeloid",BCR,,,Bone marrow,0,0,680
116920,"Leukocyte Adhesion Deficiency, Type I",ITGB2,,,Bone marrow,2,2,681
612840,"Leukocyte Adhesion Deficiency, Type Iii",FERMT3,,,Bone marrow,2,2,682
151500,"Leukocyte Nuclear Appendages, Hereditary Prevalence Of",,,,Bone marrow,0,0,683
608809,"Leukoencephalopathy, Arthritis, Colitis, And Hypogammaglobulinema",,,,Bone marrow,0,0,684
151623,Li-fraumeni Syndrome 1,TP53,PS151623,Li-Fraumeni syndrome,Bone marrow,1,1,685
246550,Lichtenstein Syndrome,,,,Bone marrow,0,0,686
606593,Lig4 Syndrome,LIG4,,,Bone marrow,2,2,687
613070,"Liver Failure, Acute Infantile",TRMU,,,Bone marrow,0,0,688
615582,Loeys-dietz Syndrome 5,TGFB3,PS609192,Loeys-Dietz syndrome,Bone marrow,0,0,689
613795,"Loeys-dietz Syndrome, Type 3",SMAD3,PS609192,Loeys-Dietz syndrome,Bone marrow,0,0,690
614816,"Loeys-dietz Syndrome, Type 4",TGFB2,PS609192,Loeys-Dietz syndrome,Bone marrow,0,0,691
617241,"Lung Disease, Immunodeficiency, And Chromosome Breakage Syndrome",NSMCE3,,,Bone marrow,0,0,692
152800,"Lymphangiectasia, Intestinal",,,,Bone marrow,0,0,693
616843,"Lymphedema, Hereditary, Iii",PIEZO1,PS153100,Lymphatic malformation,Bone marrow,0,0,694
614038,"Lymphedema, Primary, With Myelodysplasia",GATA2,,,Bone marrow,2,2,695
247640,"Lymphoblastic Leukemia, Acute, With Lymphomatous Features",LALL,,,Bone marrow,0,0,696
247630,"Lymphoid System Deterioration, Progressive",,,,Bone marrow,0,0,697
605027,"Lymphoma, Non-hodgkin, Familial",RAD54L,,,Bone marrow,0,0,698
605027,"Lymphoma, Non-hodgkin, Familial",BCL10,,,Bone marrow,0,0,699
605027,"Lymphoma, Non-hodgkin, Familial",CASP10,,,Bone marrow,0,0,700
605027,"Lymphoma, Non-hodgkin, Familial",RAD54B,,,Bone marrow,0,0,701
605027,"Lymphoma, Non-hodgkin, Familial",PRF1,,,Bone marrow,0,0,702
247800,"Lymphopenic Hypergammaglobulinemia, Antibody Deficiency, Autoimmunehemolytic Anemia, And Glomerulonephritis",,,,Bone marrow,0,0,703
613011,Lymphoproliferative Syndrome 1,ITK,PS308240,Lymphoproliferative syndrome,Bone marrow,2,2,704
615122,Lymphoproliferative Syndrome 2,CD27,PS308240,Lymphoproliferative syndrome,Bone marrow,2,2,705
618261,Lymphoproliferative Syndrome 3,CD70,PS308240,Lymphoproliferative syndrome,Bone marrow,0,0,706
308240,"Lymphoproliferative Syndrome, X-linked, 1",SH2D1A,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,707
308240,"Lymphoproliferative Syndrome, X-linked, 1",SH2D1A,PS308240,Lymphoproliferative syndrome,Bone marrow,2,2,708
300635,"Lymphoproliferative Syndrome, X-linked, 2",XIAP,PS308240,Lymphoproliferative syndrome,Bone marrow,2,2,709
222700,Lysinuric Protein Intolerance,SLC7A7,,,Bone marrow,2,2,710
278000,Lysosomal Acid Lipase Deficiency,LIPA,,,Bone marrow,2,2,711
613075,"Macrocephaly, Alopecia, Cutis Laxa, And Scoliosis",RIN2,,,Bone marrow,0,0,712
602501,Macrocephaly-capillary Malformation,PIK3CA,,,Bone marrow,0,0,713
605309,Macrocephaly/autism Syndrome,PTEN,,,Bone marrow,2,1,714
600084,"Macrocytosis, Familial",,,,Bone marrow,0,0,715
153600,"Macroglobulinemia, Waldenstrom, Somatic",MYD88,PS153600,"Macroglobulinemia, Waldenstrom",Bone marrow,0,0,716
248100,Macrosomia Adiposa Congenita,,,,Bone marrow,0,0,717
600208,Macrothrombocytopenia And Progressive Sensorineural Deafness,,,,Bone marrow,0,0,718
613112,"Macrothrombocytopenia, Autosomal Dominant, Tubb1-related",TUBB1,,,Bone marrow,0,0,719
603075,"Macular Degeneration, Age-related, 1",HMCN1,PS603075,"Macular degeneration, age-related",Bone marrow,0,0,720
603075,"Macular Degeneration, Age-related, 1",CFHR3,PS603075,"Macular degeneration, age-related",Bone marrow,0,0,721
603075,"Macular Degeneration, Age-related, 1",CFHR1,PS603075,"Macular degeneration, age-related",Bone marrow,0,0,722
603075,"Macular Degeneration, Age-related, 1",APOE,PS603075,"Macular degeneration, age-related",Bone marrow,1,1,723
609628,Majeed Syndrome,LPIN2,,,Bone marrow,2,1,724
602248,Malignant Atrophic Papulosis,,,,Bone marrow,0,0,725
145600,"Malignant Hyperthermia, Susceptibility To, 1",RYR1,PS145600,Malignant hyperthermia,Bone marrow,0,0,726
619127,Mandibuloacral Dysplasia Progeroid Syndrome,MTX2,,,Bone marrow,0,0,727
248500,"Mannosidosis, Alpha B, Lysosomal",MAN2B1,,,Bone marrow,2,2,728
616914,Marfan Lipodystrophy Syndrome,FBN1,,,Bone marrow,0,0,729
154800,Mast Cell Disease,KIT,,,Bone marrow,2,2,730
155100,May-hegglin Anomaly,MYH9,PS231200,"Bleeding disorder, platelet-type",Bone marrow,2,2,731
300842,Mcleod Syndrome,XK,,,Bone marrow,2,2,732
174000,Medullary Cystic Kidney Disease 1,MUC1,PS162000,Tubulointerstitial kidney disease,Bone marrow,0,0,733
261100,Megaloblastic Anemia 1,CUBN,PS261100,Imerslund-Grasbeck syndrome,Bone marrow,0,0,734
613839,Megaloblastic Anemia Due To Dihydrofolate Reductase Deficiency,DHFR,,,Bone marrow,2,2,735
309400,Menkes Disease,ATP7A,,,Bone marrow,0,0,736
300519,"Mental Retardation, X-linked, Syndromic, Martin-probst Type",MRXSMP,PS309510,"Mental retardation, X-linked syndromic",Bone marrow,0,0,737
309580,"Mental Retardation-hypotonic Facies Syndrome, X-linked, 1",ATRX,,,Bone marrow,2,2,738
250700,Methemoglobin Reductase Deficiency,,,,Bone marrow,0,0,739
250790,Methemoglobinemia And Ambiguous Genitalia,CYB5A,,,Bone marrow,0,0,740
250800,Methemoglobinemia Due To Deficiency Of Methemoglobin Reductase,CYB5R3,,,Bone marrow,0,0,741
277400,"Methylmalonic Aciduria And Homocystinuria, Cblc Type",MMACHC,,,Bone marrow,0,0,742
277400,"Methylmalonic Aciduria And Homocystinuria, Cblc Type",PRDX1,,,Bone marrow,2,2,743
277410,"Methylmalonic Aciduria And Homocystinuria, Cbld Type",MMADHC,,,Bone marrow,2,2,744
277380,"Methylmalonic Aciduria And Homocystinuria, Cblf Type",LMBRD1,,,Bone marrow,2,2,745
614857,"Methylmalonic Aciduria And Homocystinuria, Cblj Type",ABCD4,,,Bone marrow,2,2,746
251000,Methylmalonic Aciduria Due To Methylmalonyl-coa Mutase Deficiency,MMUT,,,Bone marrow,0,0,747
251100,"Methylmalonic Aciduria, Cbla Type",MMAA,,,Bone marrow,2,2,748
