 b cell,marginal zone b cell differentiation,positive regulation of b cell proliferation,negative regulation of b cell receptor signaling pathway,regulation of b cell activation,regulation of b cell differentiation,negative regulation of b cell proliferation,b-1 b cell lineage commitment,mature b cell differentiation involved in immune response,follicular b cell differentiation,regulation of b cell antigen processing and presentation,negative regulation of b cell activation,positive regulation of b cell chemotaxis,positive regulation of b cell activation,positive regulation of b cell apoptotic process,immature b cell differentiation,regulation of b cell receptor signaling pathway,regulation of b cell apoptotic process,positive regulation of b cell receptor signaling pathway,positive regulation of b cell differentiation,germinal center b cell differentiation,negative regulation of b cell apoptotic process,b-1 b cell homeostasis,b-1 b cell differentiation,regulation of b cell proliferation,positive regulation of central b cell tolerance induction,mature b cell differentiation,negative regulation of b cell differentiation,negative regulation of mature b cell apoptotic process,b-1a b cell differentiation,positive regulation of b cell tolerance induction,peripheral b cell tolerance induction,primary adaptive immune response involving t cells and b cells,transitional one stage b cell differentiation,regulation of b cell cytokine production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 renal,positive regulation of renal sodium excretion,negative regulation of renal sodium excretion,regulation of renal sodium excretion,regulation of renal output by angiotensin,epithelial cell proliferation involved in renal tubule morphogenesis,negative regulation of renal albumin absorption,bmp signaling pathway involved in renal system segmentation,mesenchymal cell differentiation involved in renal system development,regulation of blood volume by renal aldosterone,positive regulation of renal water transport,metanephric renal vesicle morphogenesis,positive regulation of renal albumin absorption,mesenchymal to epithelial transition involved in metanephric renal vesicle formation,negative regulation of renal phosphate excretion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 t cell,negative regulation of t cell receptor signaling pathway,negative regulation of cd4-positive_ alpha-beta t cell costimulation,regulation of t cell migration,negative regulation of t cell activation,positive regulation of t cell chemotaxis,nk t cell differentiation,positive regulation of cd4-positive_ alpha-beta t cell differentiation,negative regulation of cd8-positive_ alpha-beta t cell differentiation,negative regulation of nk t cell proliferation,regulation of cd4-positive_ alpha-beta t cell differentiation,regulation of cd8-positive_ alpha-beta t cell differentiation,positive regulation of t cell proliferation,positive regulation of t cell mediated cytotoxicity,memory t cell extravasation,negative regulation of cytotoxic t cell degranulation,negative regulation of t cell cytokine production,positive regulation of t cell cytokine production,positive regulation of cd4-positive_ alpha-beta t cell proliferation,negative regulation of cd4-positive_ alpha-beta t cell proliferation,positive regulation of cd8-positive_ alpha-beta t cell proliferation,regulation of t cell proliferation,negative regulation of regulatory t cell differentiation,memory t cell activation,positive regulation of memory t cell differentiation,positive regulation of alpha-beta t cell proliferation,positive regulation of cd4-positive_ alpha-beta t cell costimulation,regulation of t cell activation,negative regulation of activated t cell proliferation,regulation of t cell receptor signaling pathway,positive regulation of t cell mediated cytotoxicity directed against tumor cell target,negative regulation of t cell mediated cytotoxicity,positive regulation of t cell mediated immunity,positive thymic t cell selection,negative thymic t cell selection,positive regulation of t cell differentiation,positive regulation of gamma-delta t cell differentiation,gamma-delta t cell differentiation,regulation of gamma-delta t cell differentiation,positive regulation of t cell receptor signaling pathway,negative regulation of t cell proliferation,cd4-positive_ alpha-beta t cell cytokine production,positive regulation of cd4-positive_ alpha-beta t cell activation,regulation of regulatory t cell differentiation,positive regulation of regulatory t cell differentiation,thymic t cell selection,positive regulation of alpha-beta t cell differentiation,regulation of t cell tolerance induction,activation-induced cell death of t cells,positive regulation of activated t cell proliferation,regulation of t cell homeostatic proliferation,positive regulation of t cell activation,negative regulation of t cell apoptotic process,t cell activation via t cell receptor contact with antigen bound to mhc molecule on antigen presenting cell,regulation of t cell differentiation in thymus,positive regulation of t cell migration,maintenance of granzyme b location in t cell secretory granule,negative regulation of cd8-positive_ alpha-beta t cell proliferation,cd4-positive_ alpha-beta t cell differentiation,negative regulation of activation-induced cell death of t cells,positive regulation of t cell differentiation in thymus,alpha-beta t cell activation,positive regulation of t cell activation via t cell receptor contact with antigen bound to mhc molecule on antigen presenting cell,cd4-positive_ alpha-beta t cell costimulation,regulation of t cell differentiation,regulation of cd8-positive_ alpha-beta t cell proliferation,positive regulation of cytotoxic t cell differentiation,positive regulation of cd8-positive_ alpha-beta cytotoxic t cell extravasation,positive regulation of nk t cell proliferation,positive regulation of nk t cell differentiation,gamma-delta t cell activation,positive regulation of t cell anergy,establishment of t cell polarity,regulation of cd8-positive_ alpha-beta t cell activation,helper t cell enhancement of adaptive immune response,cd8-positive_ alpha-beta t cell activation,positive regulation of cd8-positive_ alpha-beta t cell differentiation,positive regulation of nk t cell activation,positive regulation of cd4-positive_ cd25-positive_ alpha-beta regulatory t cell differentiation involved in immune response,negative regulation of t cell differentiation,regulation of t cell mediated immune response to tumor cell,negative regulation of cd4-positive_ alpha-beta t cell differentiation,negative regulation of t cell migration,cd8-positive_ alpha-beta intraepithelial t cell differentiation,cd8-positive_ gamma-delta intraepithelial t cell differentiation,cd8-positive_ alpha-beta t cell differentiation,regulation of activated t cell proliferation,regulation of t cell mediated cytotoxicity,regulation of activation-induced cell death of t cells,regulation of cd8-positive_ alpha-beta cytotoxic t cell extravasation,negative regulation of t cell differentiation in thymus,negative regulation of immature t cell proliferation in thymus,regulation of t cell apoptotic process,negative regulation of t cell activation via t cell receptor contact with antigen bound to mhc molecule on antigen presenting cell,negative regulation of activated cd8-positive_ alpha-beta t cell apoptotic process,positive t cell selection,alpha-beta t cell differentiation,cytotoxic t cell degranulation,positive regulation of gamma-delta t cell activation,cd4-positive or cd8-positive_ alpha-beta t cell lineage commitment,helper t cell diapedesis,positive regulation of activated t cell autonomous cell death,regulation of positive thymic t cell selection,positive regulation of establishment of t cell polarity,helper t cell extravasation,positive regulation of t cell apoptotic process,positive regulation of t cell costimulation,negative regulation of nk t cell activation,negative regulation of cd4-positive_ alpha-beta t cell activation,negative regulation of positive thymic t cell selection,regulation of t cell anergy,cd8-positive_ alpha-beta t cell lineage commitment,negative regulation of t cell mediated immunity,negative regulation of t cell extravasation,negative regulation of memory t cell differentiation,regulation of t cell cytokine production,regulatory t cell differentiation,susceptibility to t cell mediated cytotoxicity,positive regulation of t cell tolerance induction,cd4-positive_ alpha-beta t cell activation,cytotoxic t cell differentiation,positive regulation of immature t cell proliferation in thymus,positive regulation of t cell mediated immune response to tumor cell,negative regulation of alpha-beta t cell differentiation,negative regulation of alpha-beta t cell proliferation,peripheral t cell tolerance induction,negative regulation of alpha-beta t cell activation,activated t cell proliferation,cd8-positive_ alpha-beta t cell differentiation involved in immune response,positive regulation of cd8-positive_ alpha-beta t cell extravasation,alpha-beta t cell lineage commitment,regulation of memory t cell differentiation,regulation of t cell chemotaxis,nk t cell proliferation,extrathymic t cell selection,alpha-beta t cell proliferation,negative regulation of establishment of t cell polarity,negative regulation of t cell antigen processing and presentation,negative regulation of cd8-positive_ alpha-beta t cell activation,positive regulation of memory t cell activation,positive regulation of cd8-positive_ alpha-beta t cell activation,regulation of cd4-positive_ alpha-beta t cell activation,primary adaptive immune response involving t cells and b cells,regulation of extrathymic t cell differentiation,regulation of nk t cell differentiation,negative t cell selection,negative regulation of immature t cell proliferation,cd4-positive_ cd25-positive_ alpha-beta regulatory t cell lineage commitment,nk t cell lineage commitment,cd4-positive_ alpha-beta t cell lineage commitment,positive regulation of immature t cell proliferation,memory t cell proliferation,positive regulation of activated cd8-positive_ alpha-beta t cell apoptotic process,regulation of establishment of t cell polarity,memory t cell differentiation,cd4-positive_ cd25-positive_ alpha-beta regulatory t cell differentiation,positive regulation of gamma-delta t cell activation involved in immune response,regulation of t cell antigen processing and presentation,positive regulation of peripheral t cell tolerance induction,positive regulation of cd4-positive_ cd25-positive_ alpha-beta regulatory t cell differentiation,positive regulation of t cell extravasation,immature t cell proliferation in thymus,,,,,,,,,,,,,,,,,,,,,,,,
epithelial,morphogenesis of an epithelial sheet,glomerular visceral epithelial cell development,epithelial cell development,epithelial to mesenchymal transition,regulation of mammary gland epithelial cell proliferation,cardiac epithelial to mesenchymal transition,negative regulation of epithelial to mesenchymal transition,positive regulation of epithelial cell migration,epithelial cell morphogenesis,epithelial cell maturation,transepithelial ammonium transport,positive regulation of mammary gland epithelial cell proliferation,epithelial cell differentiation,epithelial cell proliferation,establishment or maintenance of epithelial cell apical/basal polarity,epithelial cilium movement involved in extracellular fluid movement,metanephric glomerular visceral epithelial cell development,positive regulation of epithelial cell proliferation,negative regulation of epithelial cell proliferation,intestinal epithelial structure maintenance,negative regulation of epithelial cell migration,immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor,negative regulation of intestinal epithelial cell development,mammary gland epithelial cell differentiation,positive regulation of epithelial to mesenchymal transition,positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation,negative regulation of epithelial to mesenchymal transition involved in endocardial cushion formation,mesenchymal to epithelial transition,regulation of epithelial cell differentiation,negative regulation of mammary gland epithelial cell proliferation,regulation of nephron tubule epithelial cell differentiation,establishment of epithelial cell polarity,negative regulation of epithelial cell differentiation,embryonic epithelial tube formation,inhibition of neuroepithelial cell differentiation,epithelial cell differentiation involved in prostate gland development,epithelial cell-cell adhesion,polarized epithelial cell differentiation,epithelial tube branching involved in lung morphogenesis,regulation of adhesion of symbiont to host epithelial cell,transepithelial transport,mesenchymal to epithelial transition involved in metanephros morphogenesis,positive regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,regulation of metanephric nephron tubule epithelial cell differentiation,mammary gland epithelial cell proliferation,epithelial to mesenchymal transition involved in endocardial cushion formation,neuroepithelial cell differentiation,epithelial structure maintenance,epithelial to mesenchymal transition involved in cardiac fibroblast development,canonical wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition,epithelial cell migration,positive regulation of epithelial cell proliferation involved in lung morphogenesis,prostate epithelial cord elongation,prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis,squamous basal epithelial stem cell differentiation involved in prostate gland acinus development,epithelial cell proliferation involved in salivary gland morphogenesis,epithelial cell proliferation involved in renal tubule morphogenesis,maintenance of epithelial cell apical/basal polarity,positive regulation of epithelial cell differentiation,glomerular visceral epithelial cell differentiation,negative regulation of epithelial cell apoptotic process,transepithelial chloride transport,branching morphogenesis of an epithelial tube,de novo centriole assembly involved in multi-ciliated epithelial cell differentiation,multi-ciliated epithelial cell differentiation,regulation of epithelial cell proliferation,intestinal epithelial cell development,lung epithelial cell differentiation,positive regulation of epithelial cell proliferation involved in wound healing,regulation of epithelial to mesenchymal transition,epithelial cell morphogenesis involved in placental branching,negative regulation of epithelial cell proliferation involved in prostate gland development,glandular epithelial cell development,regulation of branching involved in salivary gland morphogenesis by extracellular matrix-epithelial cell signaling,regulation of epithelial cell migration,intestinal epithelial cell migration,positive regulation of glomerular visceral epithelial cell apoptotic process,intestinal epithelial cell differentiation,epithelial fluid transport,cd8-positive_ alpha-beta intraepithelial t cell differentiation,cd8-positive_ gamma-delta intraepithelial t cell differentiation,secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development,epithelial-mesenchymal signaling involved in prostate gland development,epithelial cell maturation involved in prostate gland development,epithelial cell proliferation involved in lung morphogenesis,epithelial-mesenchymal cell signaling,ureter epithelial cell differentiation,intestinal epithelial cell maturation,epithelial cell differentiation involved in mammary gland alveolus development,establishment of epithelial cell apical/basal polarity,epithelial cell apoptotic process involved in palatal shelf morphogenesis,secretion by lung epithelial cell involved in lung growth,regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling,epithelial cilium movement involved in determination of left/right asymmetry,positive regulation of epithelial cell apoptotic process,positive regulation of nephron tubule epithelial cell differentiation,epithelial cell proliferation involved in mammary gland duct elongation,regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,epithelial cell proliferation involved in prostatic bud elongation,regulation of epithelial cell proliferation involved in lung morphogenesis,glomerular parietal epithelial cell development,regulation of transepithelial transport,epithelial tube morphogenesis,glomerular visceral epithelial cell migration,igg immunoglobulin transcytosis in epithelial cells mediated by fcrn immunoglobulin receptor,positive regulation of lens epithelial cell proliferation,negative regulation of nephron tubule epithelial cell differentiation,morphogenesis of an epithelial fold,regulation of intestinal epithelial structure maintenance,negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,negative regulation of metanephric nephron tubule epithelial cell differentiation,transepithelial l-ascorbic acid transport,positive regulation of cardiac epithelial to mesenchymal transition,negative regulation of epithelial cell differentiation involved in kidney development,epithelial cell maturation involved in salivary gland development,transepithelial water transport,positive regulation of epithelial cell proliferation involved in prostate gland development,mesenchymal-epithelial cell signaling,positive regulation of metanephric glomerular visceral epithelial cell development,glomerular parietal epithelial cell differentiation,establishment of epithelial cell apical/basal polarity involved in camera-type eye morphogenesis,mesenchymal-epithelial cell signaling involved in lung development,glandular epithelial cell differentiation,colon epithelial cell migration,nephron tubule epithelial cell differentiation,positive regulation of intestinal epithelial structure maintenance,columnar/cuboidal epithelial cell development,positive regulation of polarized epithelial cell differentiation,regulation of branching involved in salivary gland morphogenesis by epithelial-mesenchymal signaling,mesenchymal to epithelial transition involved in metanephric renal vesicle formation,epithelial tube formation,regulation of epithelial cell proliferation involved in prostate gland development,stromal-epithelial cell signaling involved in prostate gland development,glandular epithelial cell maturation,negative regulation of epithelial cell proliferation involved in lung morphogenesis,mesenchymal-epithelial cell signaling involved in prostate gland development,regulation of epithelial cell differentiation involved in kidney development,epithelial cell fate commitment,negative regulation of thyroid gland epithelial cell proliferation,regulation of polarized epithelial cell differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extraembryonic ,epiblast cell-extraembryonic ectoderm cell signaling involved in anterior/posterior axis specification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fat ,regulation of fat cell differentiation,positive regulation of brown fat cell differentiation,fat cell differentiation,brown fat cell differentiation,negative regulation of calcineurin-nfat signaling cascade,positive regulation of fat cell differentiation,regulation of brown fat cell differentiation,negative regulation of fat cell differentiation,positive regulation of calcineurin-nfat signaling cascade,fat pad development,white fat cell differentiation,calcineurin-nfat signaling cascade,negative regulation of brown fat cell differentiation,negative regulation of fat cell proliferation,regulation of white fat cell proliferation,regulation of calcineurin-nfat signaling cascade,positive regulation of fat cell proliferation,positive regulation of white fat cell proliferation,positive regulation of fat cell apoptotic process,regulation of fat cell apoptotic process,positive regulation of brown fat cell proliferation,mammary gland fat development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibroblast,fibroblast migration,positive regulation of fibroblast proliferation,positive regulation of fibroblast migration,positive regulation of fibroblast growth factor production,negative regulation of fibroblast proliferation,positive regulation of fibroblast apoptotic process,cellular response to fibroblast growth factor stimulus,positive regulation of fibroblast growth factor receptor signaling pathway,negative regulation of fibroblast growth factor production,positive regulation of myofibroblast differentiation,fibroblast proliferation,negative regulation of fibroblast growth factor receptor signaling pathway involved in ureteric bud formation,fibroblast growth factor receptor signaling pathway,negative regulation of fibroblast migration,epithelial to mesenchymal transition involved in cardiac fibroblast development,negative regulation of myofibroblast differentiation,fibroblast growth factor receptor signaling pathway involved in negative regulation of apoptotic process in bone marrow cell,fibroblast growth factor receptor signaling pathway involved in hemopoiesis,fibroblast growth factor receptor signaling pathway involved in positive regulation of cell proliferation in bone marrow,fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development,fibroblast growth factor receptor signaling pathway involved in mammary gland specification,response to fibroblast growth factor,regulation of fibroblast migration,negative regulation of fibroblast apoptotic process,negative regulation of fibroblast growth factor receptor signaling pathway,regulation of endothelial cell chemotaxis to fibroblast growth factor,positive regulation of mapkkk cascade by fibroblast growth factor receptor signaling pathway,fibroblast activation,negative regulation of endothelial cell chemotaxis to fibroblast growth factor,negative regulation of cell chemotaxis to fibroblast growth factor,regulation of fibroblast growth factor receptor signaling pathway,regulation of fibroblast apoptotic process,fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation,regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation,negative regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation,metanephric interstitial fibroblast development,regulation of fibroblast proliferation,fibroblast apoptotic process,renal interstitial fibroblast development,fibroblast growth factor receptor apoptotic signaling pathway,endothelial cell chemotaxis to fibroblast growth factor,positive regulation of endothelial cell chemotaxis to fibroblast growth factor,myofibroblast differentiation,epicardium-derived cardiac fibroblast cell development,regulation of myofibroblast contraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ganglion ,dorsal root ganglion development,retinal ganglion cell axon guidance,sympathetic ganglion development,trigeminal ganglion development,regulation of retinal ganglion cell axon guidance,positive regulation of retinal ganglion cell axon guidance,facioacoustic ganglion development,dorsal root ganglion morphogenesis,ganglion development,negative regulation of retinal ganglion cell axon guidance,ganglion mother cell fate determination,cranial ganglion development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glandular,prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis,glandular epithelial cell development,secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development,glandular epithelial cell differentiation,glandular epithelial cell maturation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glandular epithelial ,glandular epithelial cell development,glandular epithelial cell differentiation,glandular epithelial cell maturation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glial ,negative regulation of microglial cell activation,glial cell differentiation,positive regulation of glial cell-derived neurotrophic factor secretion,glial cell migration,negative regulation of glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation,bergmann glial cell differentiation,formation of radial glial scaffolds,glial cell-derived neurotrophic factor receptor signaling pathway,cellular response to glial cell derived neurotrophic factor,negative regulation of glial cell differentiation,positive regulation of glial cell differentiation,negative regulation of glial cell proliferation,glial cell projection elongation,regulation of glial cell proliferation,positive regulation of microglial cell activation,regulation of microglial cell activation,positive regulation of glial cell proliferation,microglial cell activation,positive regulation of microglial cell migration,microglial cell migration,glial cell apoptotic process,forebrain radial glial cell differentiation,negative regulation of glial cell apoptotic process,negative regulation of glial cell migration,positive regulation of microglial cell mediated cytotoxicity,microglial cell proliferation,neuronal-glial interaction involved in hindbrain glial-mediated radial cell migration,regulation of glial cell differentiation,radial glial cell differentiation,microglial cell activation involved in immune response,glial cell fate commitment,glial cell proliferation,glial cell development,neuron-glial cell signaling,positive regulation of glial cell migration,regulation of microglial cell migration,glial cell fate determination,negative regulation of microglial cell migration,neuronal-glial interaction involved in cerebral cortex radial glia guided migration,positive regulation of glial cell apoptotic process,establishment of glial blood-brain barrier,cell-cell adhesion involved in neuronal-glial interactions involved in cerebral cortex radial glia guided migration,glial cell-neuron signaling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goblet ,regulation of lung goblet cell differentiation,negative regulation of lung goblet cell differentiation,positive regulation of lung goblet cell differentiation,lung goblet cell differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granulocyte,positive regulation of granulocyte chemotaxis,positive regulation of granulocyte differentiation,cellular response to granulocyte macrophage colony-stimulating factor stimulus,negative regulation of granulocyte macrophage colony-stimulating factor production,positive regulation of granulocyte colony-stimulating factor production,regulation of granulocyte chemotaxis,granulocyte differentiation,positive regulation of granulocyte macrophage colony-stimulating factor production,granulocyte migration,negative regulation of granulocyte differentiation,granulocyte chemotaxis,regulation of granulocyte differentiation,granulocyte colony-stimulating factor signaling pathway,granulocyte macrophage colony-stimulating factor production,granulocyte colony-stimulating factor production,positive regulation of granulocyte macrophage colony-stimulating factor biosynthetic process,negative regulation of granulocyte colony-stimulating factor production,regulation of granulocyte macrophage colony-stimulating factor biosynthetic process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hematopoietic stem ,regulation of hematopoietic stem cell differentiation,hematopoietic stem cell homeostasis,positive regulation of hematopoietic stem cell migration,hematopoietic stem cell proliferation,hematopoietic stem cell migration to bone marrow,hematopoietic stem cell differentiation,positive regulation of hematopoietic stem cell proliferation,negative regulation of hematopoietic stem cell differentiation,hematopoietic stem cell migration,regulation of hematopoietic stem cell proliferation,positive regulation of hematopoietic stem cell differentiation,negative regulation of hematopoietic stem cell proliferation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hepatoblast,hepatoblast differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hepatocyte,hepatocyte proliferation,negative regulation of hepatocyte growth factor production,cellular response to hepatocyte growth factor stimulus,hepatocyte cell migration,hepatocyte differentiation,positive regulation of hepatocyte proliferation,hepatocyte growth factor receptor signaling pathway,hepatocyte apoptotic process,regulation of hepatocyte proliferation,negative regulation of hepatocyte proliferation,positive regulation of hepatocyte differentiation,response to hepatocyte growth factor,regulation of hepatocyte growth factor receptor signaling pathway,negative regulation of hepatocyte growth factor biosynthetic process,negative regulation of hepatocyte differentiation,negative regulation of hepatocyte apoptotic process,hepatocyte dedifferentiation,negative regulation of hepatocyte growth factor receptor signaling pathway,negative regulation of cellular response to hepatocyte growth factor stimulus,positive regulation of hepatocyte growth factor receptor signaling pathway,positive regulation of cellular response to hepatocyte growth factor stimulus,hepatocyte homeostasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horizontal cell,horizontal cell localization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intestinal epithelial ,intestinal epithelial structure maintenance,negative regulation of intestinal epithelial cell development,intestinal epithelial cell development,intestinal epithelial cell migration,intestinal epithelial cell differentiation,intestinal epithelial cell maturation,regulation of intestinal epithelial structure maintenance,positive regulation of intestinal epithelial structure maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keratinocyte,positive regulation of keratinocyte proliferation,keratinocyte differentiation,regulation of keratinocyte differentiation,negative regulation of keratinocyte proliferation,positive regulation of keratinocyte differentiation,keratinocyte proliferation,negative regulation of keratinocyte migration,regulation of keratinocyte proliferation,keratinocyte development,keratinocyte migration,keratinocyte activation,positive regulation of keratinocyte migration,regulation of keratinocyte apoptotic process,negative regulation of keratinocyte apoptotic process,positive regulation of keratinocyte apoptotic process,negative regulation of keratinocyte differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lymphatic endothelial ,regulation of transcription involved in lymphatic endothelial cell fate commitment,lymphatic endothelial cell differentiation,lymphatic endothelial cell migration,lymphatic endothelial cell fate commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
