"Disease_ID","Disease_name","Gene_symbol","Phenotypic_series_ID","Phenotypic_series_name","Tissue","Clinical_manifestation","Pathogenesis"
"614331","Colorectal cancer, hereditary nonpolyposis, type 6","TGFBR2","PS120435","Colorectal cancer, hereditary nonpolyposis","Digestive system","Yes","NA"
"614337","Colorectal cancer, hereditary nonpolyposis, type 4","PMS2","PS120435","Colorectal cancer, hereditary nonpolyposis","Digestive system","Yes","NA"
"613244","Colorectal cancer, hereditary nonpolyposis, type 8","EPCAM","PS120435","Colorectal cancer, hereditary nonpolyposis","Digestive system","Yes","NA"
"610168","Loeys-Dietz syndrome 2","TGFBR2","PS607086","Aortic aneurysm, familial thoracic","Digestive system","Yes","NA"
"610168","Loeys-Dietz syndrome 2","TGFBR2","PS609192","Loeys-Dietz syndrome","Digestive system","Yes","NA"
"175100","Adenoma, periampullary, somatic","APC","PS175100","Familial adenomatous polyposis","Digestive system","Yes","NA"
"175100","Adenomatous polyposis coli","APC","PS175100","Familial adenomatous polyposis","Digestive system","Yes","NA"
"175100","Gardner syndrome","APC","PS175100","Familial adenomatous polyposis","Digestive system","Yes","NA"
"175100","Brain tumor-polyposis syndrome 2","APC","PS175100","Familial adenomatous polyposis","Digestive system","Yes","NA"
"614350","Colorectal cancer, hereditary nonpolyposis, type 5","MSH6","PS120435","Colorectal cancer, hereditary nonpolyposis","Digestive system","Yes","NA"
"609310","Colorectal cancer, hereditary nonpolyposis, type 2","MLH1","PS120435","Colorectal cancer, hereditary nonpolyposis","Digestive system","Yes","NA"
"300000","Opitz GBBB syndrome, type I","MID1","PS300000","Opitz GBBB syndrome","Digestive system","Yes","NA"
"617100","Familial adenomatous polyposis 4","MSH3","PS175100","Familial adenomatous polyposis","Digestive system","Yes","NA"
"616858","?Cowden syndrome 7","SEC23B","PS158350","Cowden disease","Mammary gland","Yes","NA"
"158350","Cowden syndrome 1","PTEN","PS158350","Cowden disease","Mammary gland","Yes","NA"
"158350","Lhermitte-Duclos syndrome","PTEN","PS158350","Cowden disease","Mammary gland","Yes","NA"
"137800","{Glioma, susceptibility to, somatic}","IDH1","PS137800","Glioma","Mammary gland","Yes","NA"
"137800","{Glioma susceptibility 1}","TP53","PS137800","Glioma","Mammary gland","Yes","NA"
"137800","Glioblastoma, somatic","ERBB2","PS137800","Glioma","Mammary gland","Yes","NA"
"224100","Dyserythropoietic anemia, congenital, type II","SEC23B","PS224120","Anemia, congenital dyserythropoietic","Mammary gland","Yes","NA"
"114480","{Breast cancer, invasive ductal}","RAD54L","","","Mammary gland","Yes","NA"
"114480","{Breast cancer, protection against}","CASP8","","","Mammary gland","Yes","NA"
"114480","{Breast cancer, susceptibility to}","BARD1","","","Mammary gland","Yes","NA"
"114480","Breast cancer, somatic","PIK3CA","","","Mammary gland","Yes","NA"
"114480","{Breast cancer, susceptibility to}","HMMR","","","Mammary gland","Yes","NA"
"114480","{?Breast cancer susceptibility}","NQO2","","","Mammary gland","Yes","NA"
"114480","Breast cancer, somatic","ESR1","","","Mammary gland","Yes","NA"
"114480","Breast cancer, somatic","RB1CC1","","","Mammary gland","Yes","NA"
"114480","Breast cancer, somatic","SLC22A18","","","Mammary gland","Yes","NA"
"114480","{Breast cancer, susceptibility to}","ATM","","","Mammary gland","Yes","NA"
"114480","Breast cancer, somatic","KRAS","","","Mammary gland","Yes","NA"
"114480","{Breast cancer, male, susceptibility to}","BRCA2","","","Mammary gland","Yes","NA"
"114480","{Breast cancer, susceptibility to}","XRCC3","","","Mammary gland","Yes","NA"
"114480","Breast cancer, somatic","AKT1","","","Mammary gland","Yes","NA"
"114480","{Breast cancer, susceptibility to}","RAD51","","","Mammary gland","Yes","NA"
"114480","{Breast cancer, susceptibility to}","PALB2","","","Mammary gland","Yes","NA"
"114480","{Breast cancer, lobular}","CDH1","","","Mammary gland","Yes","NA"
"114480","Breast cancer, somatic","TP53","","","Mammary gland","Yes","NA"
"114480","{Breast cancer, susceptibility to}","PHB","","","Mammary gland","Yes","NA"
"114480","Breast cancer, somatic","PPM1D","","","Mammary gland","Yes","NA"
"114480","{Breast cancer, early-onset, susceptibility to}","BRIP1","","","Mammary gland","Yes","NA"
"114480","{Breast cancer, susceptibility to}","CHEK2","","","Mammary gland","Yes","NA"
"615109","Cowden syndrome 6","AKT1","PS158350","Cowden disease","Mammary gland","Yes","NA"
"609265","Li-Fraumeni syndrome","CHEK2","PS151623","Li-Fraumeni syndrome","Mammary gland","Yes","NA"
"615108","Cowden syndrome 5","PIK3CA","PS158350","Cowden disease","Mammary gland","Yes","NA"
"151623","Li-Fraumeni syndrome","TP53","PS151623","Li-Fraumeni syndrome","Mammary gland","Yes","NA"
"615107","Cowden syndrome 4","KLLN","PS158350","Cowden disease","Mammary gland","Yes","NA"
"609161","Striatal degeneration, autosomal dominant","PDE8B","PS609161","Striatal degeneration, autosomal dominant","Brain-Basal ganglia-Nucleus accumbens","Yes","NA"
"616922","Striatal degeneration, autosomal dominant","PDE10A","PS609161","Striatal degeneration, autosomal dominant","Brain-Basal ganglia-Nucleus accumbens","Yes","NA"
"608030","Amyotrophic lateral sclerosis 6, with or without frontotemporal dementia","FUS","PS105400","Amyotrophic lateral sclerosis","Brain","Yes","NA"
"616579","Mental retardation, autosomal dominant 40","CHAMP1","PS156200","Mental retardation, autosomal dominant","Brain","Yes","NA"
"606070","Amyotrophic lateral sclerosis 21","MATR3","PS105400","Amyotrophic lateral sclerosis","Brain","Yes","NA"
"604391","Ataxia-telangiectasia-like disorder 1","MRE11","PS604391","Ataxia-telangiectasia-like disorder","Brain","Yes","NA"
"615834","Mental retardation, autosomal dominant 26","AUTS2","PS156200","Mental retardation, autosomal dominant","Brain","Yes","NA"
"616570","Cerebrooculofacioskeletal syndrome 3","ERCC5","PS214150","Cerebrooculofacioskeletal syndrome","Brain","Yes","NA"
"168601","Parkinson disease 1","SNCA","PS168600","Parkinson disease","Brain","Yes","NA"
"127400","Dyschromatosis symmetrica hereditaria","ADAR","PS179850","Reticulate pigment disorders","Brain","Yes","NA"
"614153","Spinocerebellar ataxia 36","NOP56","PS164400","Spinocerebellar ataxia","Brain","Yes","NA"
"613706","Noonan syndrome 7","BRAF","PS163950","Noonan syndrome","Brain","Yes","NA"
"300423","Mental retardation, X-linked, syndromic, Hedera type","ATP6AP2","PS309510","Mental retardation, X-linked syndromic","Brain","Yes","NA"
"613661","Congenital disorder of glycosylation, type Ip","ALG11","PS212065","Congenital disorders of glycosylation, type I","Brain","Yes","NA"
"613662","Mitochondrial DNA depletion syndrome 4B (MNGIE type)","POLG","PS603041","Mitochondrial DNA depletion syndrome","Brain","Yes","NA"
"613708","Neuropathy, hereditary sensory, type ID","ATL1","PS162400","Hereditary sensory and autonomic neuropathy","Brain","Yes","NA"
"600721","D-2-hydroxyglutaric aciduria","D2HGDH","PS600721","D-2-hydroxyglutaric aciduria","Brain","Yes","NA"
"614018","Epilepsy, progressive myoclonic 6","GOSR2","PS254800","Epilepsy, progressive myoclonic","Brain","Yes","NA"
"614019","Lissencephaly 4 (with microcephaly)","NDE1","PS607432","Lissencephaly","Brain","Yes","NA"
"610003","Ceroid lipofuscinosis, neuronal, 8, Northern epilepsy variant","CLN8","PS256730","Ceroid lipofuscinoses","Brain","Yes","NA"
"603585","Congenital disorder of glycosylation, type IIf","SLC35A1","PS212066","Congenital disorders of glycosylation, type II","Brain","Yes","NA"
"616944","Mental retardation, autosomal dominant 41","TBL1XR1","PS156200","Mental retardation, autosomal dominant","Brain","Yes","NA"
"616943","Trichothiodystrophy 6, nonphotosensitive","GTF2E2","PS601675","Trichothiodystrophy","Brain","Yes","NA"
"605259","Spinocerebellar ataxia 13","KCNC3","PS164400","Spinocerebellar ataxia","Brain","Yes","NA"
"614563","Mental retardation, autosomal dominant 13","DYNC1H1","PS156200","Mental retardation, autosomal dominant","Brain","Yes","NA"
"614609","Coffin-Siris syndrome 4","SMARCA4","PS135900","Coffin-Siris syndrome","Brain","Yes","NA"
"614609","Coffin-Siris syndrome 4","SMARCA4","PS156200","Mental retardation, autosomal dominant","Brain","Yes","NA"
"614608","Coffin-Siris syndrome 3","SMARCB1","PS135900","Coffin-Siris syndrome","Brain","Yes","NA"
"614608","Coffin-Siris syndrome 3","SMARCB1","PS156200","Mental retardation, autosomal dominant","Brain","Yes","NA"
"614607","Coffin-Siris syndrome 2","ARID1A","PS135900","Coffin-Siris syndrome","Brain","Yes","NA"
"614607","Coffin-Siris syndrome 2","ARID1A","PS156200","Mental retardation, autosomal dominant","Brain","Yes","NA"
"215100","Rhizomelic chondrodysplasia punctata, type 1","PEX7","PS214100","Peroxisome biogenesis disorder","Brain","Yes","NA"
"215100","Rhizomelic chondrodysplasia punctata, type 1","PEX7","PS215100","Rhizomelic chondrodysplasia punctata","Brain","Yes","NA"
"300860","Mental retardation, X-linked syndromic, Nascimento-type","UBE2A","PS309510","Mental retardation, X-linked syndromic","Brain","Yes","NA"
"617055","PERCHING syndrome","KLHL7","PS272430","Cold-induced sweating syndrome","Brain","Yes","NA"
"617054","Striatonigral degeneration, childhood-onset","VAC14","PS271930","Striatonigral degeneration","Brain","Yes","NA"
"127700","{Dyslexia, susceptibility to, 1}","DNAAF4","","","Brain","Yes","NA"
"617391","Developmental and epileptic encephalopathy 54","HNRNPU","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"300868","Multiple congenital anomalies-hypotonia-seizures syndrome 2","PIGA","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"300868","Multiple congenital anomalies-hypotonia-seizures syndrome 2","PIGA","PS614080","Multiple congenital anomalies-hypotonia-seizures syndrome","Brain","Yes","NA"
"612949","Developmental and epileptic encephalopathy 39","SLC25A12","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"617350","Developmental and epileptic encephalopathy 52","SCN1B","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"615476","Developmental and epileptic encephalopathy 18","SZT2","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"615846","Aicardi-Goutieres syndrome 7","IFIH1","PS225750","Aicardi-Goutieres syndrome","Brain","Yes","NA"
"160120","Episodic ataxia/myokymia syndrome","KCNA1","PS160120","Episodic ataxia","Brain","Yes","NA"
"616056","Developmental and epileptic encephalopathy 26","KCNB1","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"615338","Developmental and epileptic encephalopathy 16","TBC1D24","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"605361","Spinocerebellar ataxia 14","PRKCG","PS164400","Spinocerebellar ataxia","Brain","Yes","NA"
"214150","Cerebrooculofacioskeletal syndrome 1","ERCC6","PS214150","Cerebrooculofacioskeletal syndrome","Brain","Yes","NA"
"300495","Mental retardation, X-linked","NLGN4X","PS209850","Autism, susceptiblity to","Brain","Yes","NA"
"300495","{Autism susceptibility, X-linked 2}","NLGN4X","PS209850","Autism, susceptiblity to","Brain","Yes","NA"
"300558","Mental retardation, X-linked 30/47","PAK3","PS309530","Mental retardation, nonsyndromic, X-linked","Brain","Yes","NA"
"613180","Cortical dysplasia, complex, with other brain malformations 8","TUBA8","PS614039","Cortical dysplasia, complex, with other brain malformations","Brain","Yes","NA"
"615482","Ciliary dyskinesia, primary, 25","DNAAF4","PS244400","Primary ciliary dyskinesia","Brain","Yes","NA"
"615483","Basal ganglia calcification, idiopathic, 5","PDGFB","PS213600","Basal ganglia calcification, idiopathic","Brain","Yes","NA"
"270800","Spastic paraplegia 5A, autosomal recessive","CYP7B1","PS303350","Spastic paraplegia","Brain","Yes","NA"
"155255","Medulloblastoma, somatic","PTCH2","","","Brain","Yes","NA"
"155255","Medulloblastoma, somatic","CTNNB1","","","Brain","Yes","NA"
"155255","Medulloblastoma, desmoplastic","SUFU","","","Brain","Yes","NA"
"155255","{Medulloblastoma}","BRCA2","","","Brain","Yes","NA"
"616187","Epilepsy, progressive myoclonic 7","KCNC1","PS254800","Epilepsy, progressive myoclonic","Brain","Yes","NA"
"124000","Mitochondrial complex III deficiency, nuclear type 1","BCS1L","PS124000","Mitochondrial complex III deficiency, nuclear type","Brain","Yes","NA"
"300696","Emery-Dreifuss muscular dystrophy 6, X-linked","FHL1","PS310300","Emery-Dreifuss muscular dystrophy","Brain","Yes","NA"
"300696","Myopathy, X-linked, with postural muscle atrophy","FHL1","PS310300","Emery-Dreifuss muscular dystrophy","Brain","Yes","NA"
"182600","Spastic paraplegia 3A, autosomal dominant","ATL1","PS303350","Spastic paraplegia","Brain","Yes","NA"
"300699","Intellectual developmental disorder, X-linked, syndromic, Wu type","GRIA3","PS309510","Mental retardation, X-linked syndromic","Brain","Yes","NA"
"300699","Intellectual developmental disorder, X-linked, syndromic, Wu type","GRIA3","PS309530","Mental retardation, nonsyndromic, X-linked","Brain","Yes","NA"
"607417","Mental retardation, autosomal recessive 2","CRBN","PS249500","Mental retardation, autosomal recessive","Brain","Yes","NA"
"614302","Emery-Dreifuss muscular dystrophy 7, AD","TMEM43","PS310300","Emery-Dreifuss muscular dystrophy","Brain","Yes","NA"
"616721","Congenital disorder of glycosylation, type IIn","SLC39A8","PS212066","Congenital disorders of glycosylation, type II","Brain","Yes","NA"
"300919","Mental retardation, X-linked 99","USP9X","PS309530","Mental retardation, nonsyndromic, X-linked","Brain","Yes","NA"
"611225","Spastic paraplegia 18, autosomal recessive","ERLIN2","PS303350","Spastic paraplegia","Brain","Yes","NA"
"611228","Charcot-Marie-Tooth disease, type 4J","FIG4","PS118220","Charcot-Marie-Tooth disease","Brain","Yes","NA"
"617225","Spastic paraplegia 78, autosomal recessive","ATP13A2","PS303350","Spastic paraplegia","Brain","Yes","NA"
"614465","Joubert syndrome 16","TMEM138","PS213300","Joubert syndrome","Brain","Yes","NA"
"300088","Developmental and epileptic encephalopathy 9","PCDH19","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"614882","Peroxisome biogenesis disorder 10A (Zellweger)","PEX3","PS214100","Peroxisome biogenesis disorder","Brain","Yes","NA"
"610313","Cold-induced sweating syndrome 2","CLCF1","PS272430","Cold-induced sweating syndrome","Brain","Yes","NA"
"615937","Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2","AKT3","PS603387","Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome","Brain","Yes","NA"
"612285","Joubert syndrome 9","CC2D2A","PS213300","Joubert syndrome","Brain","Yes","NA"
"612284","Meckel syndrome 6","CC2D2A","PS249000","Meckel syndrome","Brain","Yes","NA"
"613684","Rubinstein-Taybi syndrome 2","EP300","PS180849","Rubinstein-Taybi syndrome","Brain","Yes","NA"
"615411","Cortical dysplasia, complex, with other brain malformations 3","KIF2A","PS614039","Cortical dysplasia, complex, with other brain malformations","Brain","Yes","NA"
"615412","Cortical dysplasia, complex, with other brain malformations 4","TUBG1","PS614039","Cortical dysplasia, complex, with other brain malformations","Brain","Yes","NA"
"615419","Hypotonia, infantile, with psychomotor retardation and characteristic facies 1","NALCN","PS615419","Hypotonia, infantile, with psychomotor retardation and characteristic facies","Brain","Yes","NA"
"615418","Mitochondrial DNA depletion syndrome 12B (cardiomyopathic type) AR","SLC25A4","PS603041","Mitochondrial DNA depletion syndrome","Brain","Yes","NA"
"607829","Mitral valve prolapse 2","DCHS1","PS157700","Mitral valve prolapse, myxomatous","Brain","Yes","NA"
"607259","Spastic paraplegia 7, autosomal recessive","SPG7","PS303350","Spastic paraplegia","Brain","Yes","NA"
"607091","Congenital disorder of glycosylation, type IId","B4GALT1","PS212066","Congenital disorders of glycosylation, type II","Brain","Yes","NA"
"617125","Mental retardation, autosomal recessive 56","ZC3H14","PS249500","Mental retardation, autosomal recessive","Brain","Yes","NA"
"617121","Joubert syndrome 28","MKS1","PS213300","Joubert syndrome","Brain","Yes","NA"
"617120","Joubert syndrome 27","B9D1","PS213300","Joubert syndrome","Brain","Yes","NA"
"212350","Sengers syndrome","AGK","PS603041","Mitochondrial DNA depletion syndrome","Brain","Yes","NA"
"614418","Febrile seizures, familial, 11","CPA6","PS121210","Seizures, familial febrile","Brain","Yes","NA"
"614417","Epilepsy, familial temporal lobe, 5","CPA6","PS600512","Epilepsy, familial temporal lobe","Brain","Yes","NA"
"611134","Meckel syndrome 4","CEP290","PS249000","Meckel syndrome","Brain","Yes","NA"
"300607","Developmental and epileptic encephalopathy 8","ARHGEF9","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"128200","Episodic kinesigenic dyskinesia 1","PRRT2","PS128100","Dystonia","Brain","Yes","NA"
"128200","Episodic kinesigenic dyskinesia 1","PRRT2","PS128200","Episodic kinesigenic dyskinesia","Brain","Yes","NA"
"193700","Arthrogryposis, distal, type 2A (Freeman-Sheldon)","MYH3","PS108120","Arthrogryposis, distal","Brain","Yes","NA"
"605375","Epilepsy, nocturnal frontal lobe, 3","CHRNB2","PS600513","Epilepsy, nocturnal frontal lobe","Brain","Yes","NA"
"184450","Stuttering, familial persistent, 1","AP4E1","PS184450","Stuttering, familial persistent","Brain","Yes","NA"
"616734","Symmetric circumferential skin creases, congenital, 2","MAPRE2","PS156610","Skin creases, congenital symmetric circumferential","Brain","Yes","NA"
"616739","Mental retardation, autosomal recessive 51","HNMT","PS249500","Mental retardation, autosomal recessive","Brain","Yes","NA"
"151660","Lipodystrophy, familial partial, type 2","LMNA","PS151660","Lipodystrophy, familial partial","Brain","Yes","NA"
"609560","Mitochondrial DNA depletion syndrome 2 (myopathic type)","TK2","PS603041","Mitochondrial DNA depletion syndrome","Brain","Yes","NA"
"204300","Ceroid lipofuscinosis, neuronal, Kufs type, adult onset","CLN6","PS256730","Ceroid lipofuscinoses","Brain","Yes","NA"
"157170","Holoprosencephaly 2","SIX3","PS236100","Holoprosencephaly","Brain","Yes","NA"
"616900","Hypotonia, infantile, with psychomotor retardation and characteristic facies 3","TBCK","PS615419","Hypotonia, infantile, with psychomotor retardation and characteristic facies","Brain","Yes","NA"
"109150","Machado-Joseph disease","ATXN3","PS164400","Spinocerebellar ataxia","Brain","Yes","NA"
"616907","Spastic paraplegia 76, autosomal recessive","CAPN1","PS303350","Spastic paraplegia","Brain","Yes","NA"
"613744","Spastic paraplegia 51, autosomal recessive","AP4E1","PS303350","Spastic paraplegia","Brain","Yes","NA"
"224050","Cerebellar hypoplasia and mental retardation with or without quadrupedal locomotion 1","VLDLR","PS224050","Cerebellar ataxia, mental retardation, and dysequilibrium","Brain","Yes","NA"
"308350","Developmental and epileptic encephalopathy 1","ARX","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"610768","Congenital disorder of glycosylation, type Im","DOLK","PS212065","Congenital disorders of glycosylation, type I","Brain","Yes","NA"
"601675","Trichothiodystrophy 1, photosensitive","ERCC2","PS601675","Trichothiodystrophy","Brain","Yes","NA"
"616866","Spinal muscular atrophy with congenital bone fractures 1","TRIP4","PS616866","Spinal muscular atrophy with congenital bone fractures","Brain","Yes","NA"
"249500","Mental retardation, autosomal recessive 1","PRSS12","PS249500","Mental retardation, autosomal recessive","Brain","Yes","NA"
"615989","Bardet-Biedl syndrome 12","BBS12","PS209900","Bardet-Biedl syndrome","Brain","Yes","NA"
"225750","Aicardi-Goutieres syndrome 1, dominant and recessive","TREX1","PS225750","Aicardi-Goutieres syndrome","Brain","Yes","NA"
"614483","Brain small vessel disease 2","COL4A2","PS175780","Brain small vessel disease","Brain","Yes","NA"
"615987","Bardet-Biedl syndrome 10","BBS10","PS209900","Bardet-Biedl syndrome","Brain","Yes","NA"
"151100","LEOPARD syndrome 1","PTPN11","PS151100","LEOPARD syndrome","Brain","Yes","NA"
"601071","Auditory neuropathy, autosomal recessive, 1","OTOF","PS220290","Deafness, autosomal recessive","Brain","Yes","NA"
"601071","Auditory neuropathy, autosomal recessive, 1","OTOF","PS609129","Auditory neuropathy","Brain","Yes","NA"
"601071","Deafness, autosomal recessive 9","OTOF","PS220290","Deafness, autosomal recessive","Brain","Yes","NA"
"601071","Deafness, autosomal recessive 9","OTOF","PS609129","Auditory neuropathy","Brain","Yes","NA"
"214110","Peroxisome biogenesis disorder 2A (Zellweger)","PEX5","PS214100","Peroxisome biogenesis disorder","Brain","Yes","NA"
"604326","Spinocerebellar ataxia 12","PPP2R2B","PS164400","Spinocerebellar ataxia","Brain","Yes","NA"
"612126","GLUT1 deficiency syndrome 2, childhood onset","SLC2A1","PS128100","Dystonia","Brain","Yes","NA"
"612126","GLUT1 deficiency syndrome 2, childhood onset","SLC2A1","PS606777","Glut1 deficiency syndrome","Brain","Yes","NA"
"615809","Pontocerebellar hypoplasia, type 9","AMPD2","PS607596","Pontocerebellar hypoplasia","Brain","Yes","NA"
"616781","Joubert syndrome 25","CEP104","PS213300","Joubert syndrome","Brain","Yes","NA"
"616399","Brugada syndrome 9","KCND3","PS601144","Brugada syndrome","Brain","Yes","NA"
"301900","Borjeson-Forssman-Lehmann syndrome","PHF6","PS309510","Mental retardation, X-linked syndromic","Brain","Yes","NA"
"615802","Mental retardation, autosomal recessive 42","PGAP1","PS249500","Mental retardation, autosomal recessive","Brain","Yes","NA"
"615803","Pontocerebellar hypoplasia, type 10","CLP1","PS607596","Pontocerebellar hypoplasia","Brain","Yes","NA"
"616395","Trichothiodystrophy 3, photosensitive","GTF2H5","PS601675","Trichothiodystrophy","Brain","Yes","NA"
"616393","Mental retardation, autosomal dominant 38","EEF1A2","PS156200","Mental retardation, autosomal dominant","Brain","Yes","NA"
"616420","Leukodystrophy, hypomyelinating, 10","PYCR2","PS312080","Leukodystrophy, hypomyelinating","Brain","Yes","NA"
"616390","Trichothiodystrophy 2, photosensitive","ERCC3","PS601675","Trichothiodystrophy","Brain","Yes","NA"
"180849","Rubinstein-Taybi syndrome 1","CREBBP","PS180849","Rubinstein-Taybi syndrome","Brain","Yes","NA"
"611561","Meckel syndrome 5","RPGRIP1L","PS249000","Meckel syndrome","Brain","Yes","NA"
"611560","Joubert syndrome 7","RPGRIP1L","PS213300","Joubert syndrome","Brain","Yes","NA"
"604187","Spastic paraplegia 10, autosomal dominant","KIF5A","PS303350","Spastic paraplegia","Brain","Yes","NA"
"201000","Carpenter syndrome","RAB23","PS201000","Carpenter syndrome","Brain","Yes","NA"
"101200","Apert syndrome","FGFR2","","","Brain","Yes","NA"
"604213","Chudley-McCullough syndrome","GPSM2","","","Brain","Yes","NA"
"304340","Mental retardation, X-linked syndromic 5","AP1S2","PS309510","Mental retardation, X-linked syndromic","Brain","Yes","NA"
"608443","Mental retardation, autosomal recessive 3","CC2D1A","PS249500","Mental retardation, autosomal recessive","Brain","Yes","NA"
"608627","Amyotrophic lateral sclerosis 8","VAPB","PS105400","Amyotrophic lateral sclerosis","Brain","Yes","NA"
"604004","Megalencephalic leukoencephalopathy with subcortical cysts","MLC1","PS604004","Leukoencephalopathy, megalencephalic","Brain","Yes","NA"
"300957","Mental retardation, X-linked 12/35","THOC2","PS309530","Mental retardation, nonsyndromic, X-linked","Brain","Yes","NA"
"300958","Intellectual developmental disorder, X-linked, syndrome, Snijders Blok type","DDX3X","PS309510","Mental retardation, X-linked syndromic","Brain","Yes","NA"
"607745","Seizures, benign familial infantile, 3","SCN2A","PS601764","Seizures, benign familial infantile","Brain","Yes","NA"
"608629","Joubert syndrome 3","AHI1","PS213300","Joubert syndrome","Brain","Yes","NA"
"610758","Cerebrooculofacioskeletal syndrome 4","ERCC1","PS214150","Cerebrooculofacioskeletal syndrome","Brain","Yes","NA"
"300818","Paroxysmal nocturnal hemoglobinuria, somatic","PIGA","PS300818","Paroxysmal nocturnal hemoglobinuria","Brain","Yes","NA"
"610353","Epilepsy, nocturnal frontal lobe, type 4","CHRNA2","PS600513","Epilepsy, nocturnal frontal lobe","Brain","Yes","NA"
"610353","Epilepsy, nocturnal frontal lobe, type 4","CHRNA2","PS601764","Seizures, benign familial infantile","Brain","Yes","NA"
"614222","Warburg micro syndrome 3","RAB18","PS600118","Warburg micro syndrome","Brain","Yes","NA"
"614225","Warburg micro syndrome 2","RAB3GAP2","PS600118","Warburg micro syndrome","Brain","Yes","NA"
"610357","Spastic paraplegia 30, autosomal dominant","KIF1A","PS303350","Spastic paraplegia","Brain","Yes","NA"
"610357","Spastic paraplegia 30, autosomal recessive","KIF1A","PS303350","Spastic paraplegia","Brain","Yes","NA"
"614226","Holoprosencephaly 11","CDON","PS236100","Holoprosencephaly","Brain","Yes","NA"
"614228","Charcot-Marie-Tooth disease, axonal, type 20","DYNC1H1","PS118220","Charcot-Marie-Tooth disease","Brain","Yes","NA"
"604432","Spinocerebellar ataxia 11","TTBK2","PS164400","Spinocerebellar ataxia","Brain","Yes","NA"
"616645","Developmental and epileptic encephalopathy 34","SLC12A5","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"616647","Developmental and epileptic encephalopathy 35","ITPA","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"617061","Intellectual developmental disorder, autosomal dominant 44, with microcephaly","TRIO","PS156200","Mental retardation, autosomal dominant","Brain","Yes","NA"
"616490","Joubert syndrome 23","KIAA0586","PS213300","Joubert syndrome","Brain","Yes","NA"
"616494","Leukodystrophy, hypomyelinating, 11","POLR1C","PS312080","Leukodystrophy, hypomyelinating","Brain","Yes","NA"
"613926","Megalencephalic leukoencephalopathy with subcortical cysts 2B, remitting, with or without mental retardation","HEPACAM","PS604004","Leukoencephalopathy, megalencephalic","Brain","Yes","NA"
"613925","Megalencephalic leukoencephalopathy with subcortical cysts 2A","HEPACAM","PS604004","Leukoencephalopathy, megalencephalic","Brain","Yes","NA"
"303350","MASA syndrome","L1CAM","PS303350","Spastic paraplegia","Brain","Yes","NA"
"303350","CRASH syndrome","L1CAM","PS303350","Spastic paraplegia","Brain","Yes","NA"
"610198","3-methylglutaconic aciduria, type V","DNAJC19","PS250950","3-Methylglutaconic aciduria","Brain","Yes","NA"
"615362","Ceroid lipofuscinosis, neuronal, 13, Kufs type","CTSF","PS256730","Ceroid lipofuscinoses","Brain","Yes","NA"
"610217","Neurodegeneration with brain iron accumulation 2B","PLA2G6","PS234200","Neurodegeneration with brain iron accumulation","Brain","Yes","NA"
"615515","Amyotrophic lateral sclerosis 19","ERBB4","PS105400","Amyotrophic lateral sclerosis","Brain","Yes","NA"
"615516","Mental retardation, autosomal recessive 38","HERC2","PS249500","Mental retardation, autosomal recessive","Brain","Yes","NA"
"105550","Frontotemporal dementia and/or amyotrophic lateral sclerosis 1","C9orf72","PS105400","Amyotrophic lateral sclerosis","Brain","Yes","NA"
"105550","Frontotemporal dementia and/or amyotrophic lateral sclerosis 1","C9orf72","PS105550","Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis","Brain","Yes","NA"
"200990","Acrocallosal syndrome","KIF7","PS213300","Joubert syndrome","Brain","Yes","NA"
"200990","Joubert syndrome 12","KIF7","PS213300","Joubert syndrome","Brain","Yes","NA"
"248900","Mast syndrome","SPG21","PS303350","Spastic paraplegia","Brain","Yes","NA"
"617162","Developmental and epileptic encephalopathy 46","GRIN2D","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"121200","Seizures, benign neonatal, 1","KCNQ2","PS121200","Seizures, benign familial neonatal","Brain","Yes","NA"
"121200","Myokymia","KCNQ2","PS121200","Seizures, benign familial neonatal","Brain","Yes","NA"
"121201","Seizures, benign neonatal, 2","KCNQ3","PS121200","Seizures, benign familial neonatal","Brain","Yes","NA"
"617166","Developmental and epileptic encephalopathy 47","FGF12","PS308350","Developmental and epileptic encephalopathy","Brain","Yes","NA"
"108500","Episodic ataxia, type 2","CACNA1A","PS160120","Episodic ataxia","Brain","Yes","NA"
"212065","Congenital disorder of glycosylation, type Ia","PMM2","PS212065","Congenital disorders of glycosylation, type I","Brain","Yes","NA"
